date,r2
2018-10-16,-0.19773035847669984
2018-10-17,-0.11809484639808732
2018-10-18,-0.4558829906369759
2018-10-19,-0.2145687324068375
2018-10-22,-0.3629757154593176
2018-10-23,-0.5296151038161059
2018-10-24,-0.301573056403841
2018-10-25,-0.24538246412921705
2018-10-26,-0.2869889674353614
2018-10-29,-0.21550743794432203
2018-10-30,-0.2857310836080842
2018-10-31,-0.07044952124290327
2018-11-01,-0.3678744085191812
2018-11-02,-0.09346361266017866
2018-11-05,-0.4664460484957209
2018-11-06,-0.10540972215624644
2018-11-07,-0.44827646053264547
2018-11-08,-0.2073585557773323
2018-11-09,-0.8400618415000285
2018-11-12,-0.17292189913305167
2018-11-13,-0.4063711983032068
2018-11-14,-0.7543242140456854
2018-11-15,-0.7557760955920587
2018-11-16,-0.2042150745399114
2018-11-19,-0.2220416693387517
2018-11-20,-1.1027763469637755
2018-11-21,-1.3696731926640604
2018-11-22,-0.9166467840263353
2018-11-23,-1.2970151702334332
2018-11-26,-0.10044819493967849
2018-11-27,0.025133654073116962
2018-11-28,-0.44023507951232954
2018-11-29,-1.1969552220255628
2018-11-30,-1.2268204027464198
2018-12-03,-0.23094328507053574
2018-12-04,-0.0508869383622883
2018-12-05,-0.6195432870044906
2018-12-06,-0.09002603730939573
2018-12-07,-0.035296391064830734
2018-12-10,-0.1589658395266178
2018-12-11,-0.6338463141369508
2018-12-12,-1.0508028388524444
2018-12-13,-0.7210085745650936
2018-12-14,-0.594557367154299
2018-12-17,-2.1218210067572496
2018-12-18,-1.6996222807302797
2018-12-19,-1.1117004367959367
2018-12-20,-0.26560648310968515
2018-12-21,-0.7499488787240103
2018-12-22,-2.0847995248587545
2018-12-24,-0.596317211594104
2018-12-25,-0.9723653614013408
2018-12-26,-0.17979193494560408
2018-12-27,-1.3520565578212609
2018-12-28,-1.284303065167673
