training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/9/26,Y_M_1,0.089404113,0.073295765,0.086180553,0.080896676,-0.055738132
2018/1/22,2018/9/26,Y_M_2,0.00964097,0.017497572,0.030790074,0.028014582,0.01201668
2018/1/22,2018/9/26,Y_M_3,-0.054516012,-0.011998764,-0.002078212,-0.003376957,-0.121537456
2018/1/22,2018/9/26,Y_M_4,-0.045997231,0.013362947,0.023833598,0.019644707,-0.596745993
2018/1/22,2018/9/26,Y_M_5,-0.016229868,0.031209256,0.040926995,0.03597255,-0.082396727
2018/1/22,2018/9/27,Y_M_1,0.168228993,0.126714577,0.137643389,0.123252695,0.090879911
2018/1/22,2018/9/27,Y_M_2,0.158686855,0.143152641,0.15067679,0.138657182,0.119038829
2018/1/22,2018/9/27,Y_M_3,0.091146604,0.116753085,0.124804722,0.11197601,-0.012019958
2018/1/22,2018/9/27,Y_M_4,0.020339395,0.060954611,0.069673791,0.055777334,-0.666792482
2018/1/22,2018/9/27,Y_M_5,-0.050396642,-0.010059007,-0.002755221,-0.015207868,-0.050648604
2018/1/22,2018/9/28,Y_M_1,0.275089204,0.211052764,0.191785301,0.212104749,-0.076105966
2018/1/22,2018/9/28,Y_M_2,0.239878936,0.210000796,0.201427333,0.208789237,0.183362799
2018/1/22,2018/9/28,Y_M_3,0.219017119,0.205650994,0.205914391,0.205579907,-0.060916969
2018/1/22,2018/9/28,Y_M_4,0.188227579,0.179727989,0.181270685,0.180345047,-0.418086637
2018/1/22,2018/9/28,Y_M_5,0.145315436,0.141148675,0.142455713,0.142629553,-0.040260742
2018/1/22,2018/10/1,Y_M_1,0.140164356,0.050009109,0.083087186,0.063850049,-0.122428497
2018/1/22,2018/10/1,Y_M_2,0.19301382,0.116211294,0.130583993,0.128160099,0.122611413
2018/1/22,2018/10/1,Y_M_3,0.141072415,0.081590433,0.084690899,0.08933907,-0.023958815
2018/1/22,2018/10/1,Y_M_4,0.091898881,0.018914718,0.019906229,0.025069501,-0.548589336
2018/1/22,2018/10/1,Y_M_5,0.052497081,-0.028743713,-0.030316048,-0.024674836,0.015814063
2018/1/22,2018/10/2,Y_M_1,0.286513433,0.184025585,0.185966694,0.188771991,-0.38537304
2018/1/22,2018/10/2,Y_M_2,0.216616118,0.148002343,0.142152233,0.152684214,0.16527486
2018/1/22,2018/10/2,Y_M_3,0.075784418,0.026859913,0.010602526,0.028322387,-0.734555145
2018/1/22,2018/10/2,Y_M_4,0.025057689,-0.044606172,-0.06475093,-0.043389077,-0.627910149
2018/1/22,2018/10/2,Y_M_5,-0.012453308,-0.083465246,-0.101801986,-0.083058612,-0.29193745
2018/1/22,2018/10/3,Y_M_1,0.135755506,0.121771301,0.137224184,0.123027542,0.11297411
2018/1/22,2018/10/3,Y_M_2,0.142795441,0.143220109,0.152270179,0.141821621,0.105146369
2018/1/22,2018/10/3,Y_M_3,0.087736649,0.09400477,0.099686339,0.091344701,-0.005371737
2018/1/22,2018/10/3,Y_M_4,0.056266639,0.05538159,0.064903501,0.052134779,-0.705702515
2018/1/22,2018/10/3,Y_M_5,0.013327297,0.005919124,0.019233644,0.004888996,-0.066933951
2018/1/22,2018/10/4,Y_M_1,0.189720275,0.12269131,0.120052996,0.126328649,-0.453950109
2018/1/22,2018/10/4,Y_M_2,0.099815335,0.03326388,0.023311428,0.04159594,0.050325381
2018/1/22,2018/10/4,Y_M_3,0.046599201,-0.020925365,-0.032273917,-0.012244736,-0.016757233
2018/1/22,2018/10/4,Y_M_4,0.05708422,0.010002691,0.002903978,0.017610439,-1.073222416
2018/1/22,2018/10/4,Y_M_5,0.069251967,0.029148509,0.029951885,0.036280028,-0.260977661
2018/1/22,2018/10/5,Y_M_1,0.178705497,0.110668841,0.114007519,0.118641948,-0.526509892
2018/1/22,2018/10/5,Y_M_2,0.207300639,0.097561398,0.093965887,0.101390345,0.129025624
2018/1/22,2018/10/5,Y_M_3,0.174879362,0.108283621,0.105055783,0.110337716,-0.009199718
2018/1/22,2018/10/5,Y_M_4,0.148139958,0.081462511,0.082410046,0.082143511,-1.57671243
2018/1/22,2018/10/5,Y_M_5,0.108999528,0.025439444,0.0271691,0.027689162,-0.292825836
2018/1/22,2018/10/8,Y_M_1,0.318253394,0.200578923,0.200445263,0.199135967,-0.172435362
2018/1/22,2018/10/8,Y_M_2,0.265291033,0.153245945,0.150758224,0.155524801,0.150518461
2018/1/22,2018/10/8,Y_M_3,0.216649611,0.116505774,0.112042018,0.118370599,-0.012271606
2018/1/22,2018/10/8,Y_M_4,0.188625692,0.101239883,0.096225579,0.103265171,-0.276872993
2018/1/22,2018/10/8,Y_M_5,0.142975353,0.074110223,0.070392202,0.075278011,0.04299327
2018/1/22,2018/10/9,Y_M_1,0.195063776,0.156987912,0.151681476,0.158398459,0.023151367
2018/1/22,2018/10/9,Y_M_2,0.160347779,0.149418638,0.142316081,0.150994774,0.12733814
2018/1/22,2018/10/9,Y_M_3,0.122629911,0.111204371,0.107731842,0.113250917,-0.003701827
2018/1/22,2018/10/9,Y_M_4,0.062289976,0.061066564,0.056374969,0.062338223,-0.371745002
2018/1/22,2018/10/9,Y_M_5,0.010410846,0.020168505,0.018034582,0.020210642,-0.066673191
2018/1/22,2018/10/11,Y_M_1,0.278361422,0.195063801,0.179677621,0.180631233,-1.320272186
2018/1/22,2018/10/11,Y_M_2,0.214092602,0.111217501,0.095105162,0.097463021,0.03721258
2018/1/22,2018/10/11,Y_M_3,0.10779526,0.06329707,0.044726062,0.048543849,-12.5407065
2018/1/22,2018/10/11,Y_M_4,0.054276984,0.032769594,0.01302277,0.020458286,-1.230972059
2018/1/22,2018/10/11,Y_M_5,0.025020419,0.003934856,-0.015647128,-0.008820959,-0.38024338
2018/1/22,2018/10/12,Y_M_1,0.182082408,0.16637775,0.162725533,0.16674923,0.027485603
2018/1/22,2018/10/12,Y_M_2,0.145698806,0.135516102,0.138416696,0.139257982,0.128562489
2018/1/22,2018/10/12,Y_M_3,0.053889104,0.054286457,0.06286901,0.061979474,-0.136806644
2018/1/22,2018/10/12,Y_M_4,-0.011140386,-0.002102706,0.007608804,0.005884919,-0.819590057
2018/1/22,2018/10/12,Y_M_5,-0.061646554,-0.03578436,-0.024099535,-0.028338568,-0.399018016
2018/1/22,2018/10/15,Y_M_1,0.184763721,0.183669682,0.157380115,0.174946153,-0.501663835
2018/1/22,2018/10/15,Y_M_2,0.023405419,0.045325194,0.024464352,0.042176961,0.038915194
2018/1/22,2018/10/15,Y_M_3,-0.020817175,-0.011620753,-0.019173278,-0.011953358,-2.7531513
2018/1/22,2018/10/15,Y_M_4,0.001470099,-0.027040079,-0.028287394,-0.028279518,-1.339492464
2018/1/22,2018/10/15,Y_M_5,0.017000978,-0.047379491,-0.047506061,-0.049527844,-0.324651329
2018/1/22,2018/10/16,Y_M_1,0.265973534,0.174861109,0.169166558,0.179054332,-0.020138046
2018/1/22,2018/10/16,Y_M_2,0.242505618,0.177552027,0.180561331,0.182058962,0.182526122
2018/1/22,2018/10/16,Y_M_3,0.160459612,0.116081828,0.123870873,0.121991242,-0.069493335
2018/1/22,2018/10/16,Y_M_4,0.100959562,0.075040102,0.080648366,0.079350125,-0.353417562
2018/1/22,2018/10/16,Y_M_5,0.051173755,0.029444399,0.035953175,0.035213283,-0.009276997
2018/1/22,2018/10/17,Y_M_1,0.21193832,0.169197186,0.152163939,0.162578266,-0.023836578
2018/1/22,2018/10/17,Y_M_2,0.156365512,0.153602099,0.14273711,0.146813154,0.122120946
2018/1/22,2018/10/17,Y_M_3,0.108033062,0.126277166,0.124638855,0.121240376,-0.012298666
2018/1/22,2018/10/17,Y_M_4,0.048715553,0.082361328,0.082892441,0.079462799,-0.707152931
2018/1/22,2018/10/17,Y_M_5,0.020750755,0.044787534,0.042787881,0.040962131,-0.078653631
2018/1/22,2018/10/18,Y_M_1,0.259573862,0.164603353,0.180475108,0.172877853,-0.134380037
2018/1/22,2018/10/18,Y_M_2,0.186733188,0.145959431,0.15021611,0.151552592,0.152946711
2018/1/22,2018/10/18,Y_M_3,0.14813317,0.12913085,0.132276787,0.132423669,-0.000218245
2018/1/22,2018/10/18,Y_M_4,0.136514195,0.123742789,0.127680991,0.124890978,-0.448873985
2018/1/22,2018/10/18,Y_M_5,0.120489157,0.106158646,0.111920963,0.107116499,0.011882209
2018/1/22,2018/10/19,Y_M_1,0.233230686,0.118742837,0.133579302,0.122401512,-0.66893329
2018/1/22,2018/10/19,Y_M_2,0.239983713,0.167823468,0.171435362,0.170614867,0.171484966
2018/1/22,2018/10/19,Y_M_3,0.194461137,0.156004626,0.157262944,0.157669906,-0.034591179
2018/1/22,2018/10/19,Y_M_4,0.163241347,0.116365812,0.115753884,0.118928578,-0.701037116
