,training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
0,2018-01-22,2018-10-18,Y_M_1,0.26560338529047867,0.16936712249024,0.18188791303652418,0.17579577311576144,0.11512454461426469
1,2018-01-22,2018-10-18,Y_M_2,0.18804662384466664,0.14957564250350328,0.15156039384288578,0.15356918529081875,0.13335367519728658
2,2018-01-22,2018-10-18,Y_M_3,0.15229350657895668,0.13381778609858197,0.13564849842912519,0.13533915626302406,0.1270248428583184
3,2018-01-22,2018-10-18,Y_M_4,0.1486521290262649,0.12982527857254444,0.13293468951398768,0.1296832179328522,-0.00032228742390483234
4,2018-01-22,2018-10-18,Y_M_5,0.1369148766342949,0.11453192475580799,0.11859417325251531,0.1143480848319759,0.07652151310766753
5,2018-01-22,2018-10-19,Y_M_1,0.233419139953412,0.1255215818492451,0.13768146261425074,0.1284180166349298,0.12372289222638055
6,2018-01-22,2018-10-19,Y_M_2,0.2462712287923795,0.17034452101741368,0.17241238696331485,0.1726548703618912,0.166064634845707
7,2018-01-22,2018-10-19,Y_M_3,0.19970298751797388,0.15933619027144597,0.15818598590636446,0.16053729701602937,0.15360401570924864
8,2018-01-22,2018-10-19,Y_M_4,0.16914471770141992,0.11957743847216706,0.11462310988175972,0.12071548361381033,-0.054406384456580525
9,2018-01-22,2018-10-19,Y_M_5,0.1355670545789608,0.09589033658180544,0.08931478145160499,0.09635934342507202,0.09280257625537004
10,2018-01-22,2018-10-22,Y_M_1,0.16124972477089627,0.13307145445327695,0.10462392805777643,0.1262253467586093,0.03897424174740849
11,2018-01-22,2018-10-22,Y_M_2,0.11656678896103179,0.08330422773179724,0.0573580396048169,0.07894171893160962,0.03735846041490243
12,2018-01-22,2018-10-22,Y_M_3,0.06920958871081517,0.03619273318694838,0.018492417280762563,0.03403377454281087,-0.45937515819216324
13,2018-01-22,2018-10-22,Y_M_4,0.05054396448804832,0.012640981893744296,0.0006367131703989282,0.01111383315872938,-0.07795917616011261
14,2018-01-22,2018-10-22,Y_M_5,0.006657777866825643,-0.044983858232500396,-0.053978782569370276,-0.04450986259975398,-0.13419117277377768
15,2018-01-22,2018-10-23,Y_M_1,0.1550969617867337,0.09032417117783009,0.0714507826394215,0.09299507243321858,0.01149509109475988
16,2018-01-22,2018-10-23,Y_M_2,0.08136290530488599,0.04131807066805493,0.02063748965024015,0.040317274337486,-0.03893011396250401
17,2018-01-22,2018-10-23,Y_M_3,0.057412283122084684,0.03745427242353205,0.021464030621921815,0.03558776758345583,0.016631589464295105
18,2018-01-22,2018-10-23,Y_M_4,0.058363637136523594,0.035107941241619756,0.025400300805642703,0.032440587526232134,-0.017528775171449018
19,2018-01-22,2018-10-23,Y_M_5,0.04111065671807612,0.013198964509057443,0.006099522411741276,0.009668685812977529,-0.11851269078079653
20,2018-01-22,2018-10-24,Y_M_1,0.2793233491416358,0.25387909114597984,0.23937803240581967,0.25222542744567955,0.15854812090467907
21,2018-01-22,2018-10-24,Y_M_2,0.2473823201970592,0.265096617079973,0.25262724333852804,0.26212051308758866,0.22269610217586477
22,2018-01-22,2018-10-24,Y_M_3,0.16300099303562143,0.1815862155903425,0.17007002432922402,0.17843259166640968,0.15381850188350077
