,training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
0,2018-02-05,2018-08-28,Y_M_1,-0.05150888095194128,-0.1864338568195727,-0.16952357104151616,-0.18538494430086105,-0.011751107093721957
1,2018-02-05,2018-08-28,Y_M_2,-0.1808278681127582,-0.22708365992097113,-0.21198137316287613,-0.2263339275611758,-23.318153955019852
2,2018-02-05,2018-08-28,Y_M_3,-0.36815775047224997,-0.3216909882622472,-0.3161499027882193,-0.32364173543947183,-1.2971719583821653
3,2018-02-05,2018-08-28,Y_M_4,-0.4300955415350498,-0.3071633921546042,-0.30705132373088645,-0.3090919566638226,-0.7269861987491849
4,2018-02-05,2018-08-28,Y_M_5,-0.39997037429748006,-0.2745114204983472,-0.2787877115559996,-0.2782907763310294,-0.31228415818903854
5,2018-02-05,2018-08-29,Y_M_1,0.23376539342998945,0.1553320780801114,0.14636286346510985,0.1509201983220695,-0.022138843919653484
6,2018-02-05,2018-08-29,Y_M_2,0.21949405455169246,0.1421084450548751,0.13145613890108188,0.13891195952649205,-1.1220799151301701
7,2018-02-05,2018-08-29,Y_M_3,0.10496243338728928,0.11855326014092493,0.10602203934000054,0.11146817133072728,-0.29518727754996466
8,2018-02-05,2018-08-29,Y_M_4,0.10764901485088363,0.10987509479535372,0.10295456580932505,0.10037325845125644,-0.645126333060694
9,2018-02-05,2018-08-29,Y_M_5,0.10775450839841938,0.10984538225516617,0.10597413987566816,0.10128521195852624,-0.30724670137840504
10,2018-02-05,2018-08-30,Y_M_1,0.32809378497368313,0.2011296289347999,0.18959174757939334,0.20233419991918014,-0.00658958232393636
11,2018-02-05,2018-08-30,Y_M_2,0.2580748562652353,0.14798380319276583,0.13679220034213668,0.15546648246909833,-0.391484672424403
12,2018-02-05,2018-08-30,Y_M_3,0.16608204161456885,0.09942389776156525,0.084611440118457,0.10051731622249106,-0.10557314937763439
13,2018-02-05,2018-08-30,Y_M_4,0.14941613392940545,0.0942521744806244,0.07966992401282214,0.09245906654641756,-0.1432540751594673
14,2018-02-05,2018-08-30,Y_M_5,0.10904528719256557,0.0757732028257504,0.06088573090181537,0.07430062571778717,-0.2570288455941625
15,2018-02-05,2018-08-31,Y_M_1,0.2575822355650571,0.1960274931126157,0.1943171022686081,0.1973364782309751,-0.6695021254869209
16,2018-02-05,2018-08-31,Y_M_2,0.24200974494794658,0.18559094962789868,0.18241163827139872,0.19610478634365647,0.09685807846597383
17,2018-02-05,2018-08-31,Y_M_3,0.17334584483426507,0.13522650954562954,0.1217742832277733,0.13931168240162228,-0.13998657621583366
18,2018-02-05,2018-08-31,Y_M_4,0.12908705679960686,0.1073754789648015,0.09121603534813594,0.1103240931361341,-0.2009029658267305
19,2018-02-05,2018-08-31,Y_M_5,0.10982828907197728,0.10238968736094445,0.08612013854889988,0.1029593661723247,-0.205000303995905
20,2018-02-05,2018-09-03,Y_M_1,0.2139914522409323,0.0967986108465715,0.09390353238691407,0.08962008513504427,-0.00019040451043839113
21,2018-02-05,2018-09-03,Y_M_2,0.16833894650114267,0.09515724936146497,0.08788520546412337,0.08282301769291411,-0.28627700179060667
22,2018-02-05,2018-09-03,Y_M_3,0.17981473425683048,0.10964685203605197,0.10530391163487218,0.1028891180977315,-0.38852135654728515
23,2018-02-05,2018-09-03,Y_M_4,0.17255428963386,0.12203236719816955,0.12109509219195382,0.1181766095492498,-0.1595823881580789
