training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/7/31,Y_M_1,0.113747477,0.075149528,0.062632206,0.079982121,0.0725562
2018/1/22,2018/7/31,Y_M_2,0.108967678,0.066465864,0.057945209,0.07221632,0.07767855
2018/1/22,2018/7/31,Y_M_3,0.119480294,0.082211842,0.073658084,0.085789559,0.064484371
2018/1/22,2018/7/31,Y_M_4,0.134123355,0.095495743,0.089149583,0.097935157,0.089986273
2018/1/22,2018/7/31,Y_M_5,0.132544917,0.110199617,0.105097063,0.111502626,-0.037382766
2018/1/22,2018/8/1,Y_M_1,0.080374743,-0.115614072,-0.124946044,-0.102207565,-0.166687487
2018/1/22,2018/8/1,Y_M_2,-0.095136212,-0.262500786,-0.263864634,-0.240862987,-0.204174848
2018/1/22,2018/8/1,Y_M_3,-0.216430303,-0.292170602,-0.300266385,-0.287677382,-617.2065772
2018/1/22,2018/8/1,Y_M_4,-0.310982947,-0.262877939,-0.27328102,-0.260059928,-0.376925794
2018/1/22,2018/8/1,Y_M_5,-0.337455971,-0.237439014,-0.251453615,-0.235016228,-0.006151208
2018/1/22,2018/8/2,Y_M_1,0.255603453,0.176755204,0.173142299,0.173447915,0.136725169
2018/1/22,2018/8/2,Y_M_2,0.218163366,0.173108369,0.168050066,0.171210498,0.148213912
2018/1/22,2018/8/2,Y_M_3,0.14483183,0.124180722,0.122056967,0.120969719,-2.19102921
2018/1/22,2018/8/2,Y_M_4,0.046781954,0.035262097,0.036643593,0.033098297,-0.033752109
2018/1/22,2018/8/2,Y_M_5,-0.03367524,-0.064865503,-0.071804104,-0.065110999,-0.295938529
2018/1/22,2018/8/3,Y_M_1,0.169327839,0.155460276,0.148514728,0.154300202,0.119492039
2018/1/22,2018/8/3,Y_M_2,0.116903107,0.146593714,0.142430384,0.141809827,0.107953131
2018/1/22,2018/8/3,Y_M_3,0.099844582,0.150445779,0.152214972,0.14704962,-0.014179427
2018/1/22,2018/8/3,Y_M_4,0.036365313,0.093810053,0.101902644,0.091475182,-0.006803396
2018/1/22,2018/8/3,Y_M_5,-0.028524305,0.034434088,0.031926374,0.034161109,-0.004925848
2018/1/22,2018/8/6,Y_M_1,0.267500736,0.188844828,0.186852389,0.188162117,0.170524092
2018/1/22,2018/8/6,Y_M_2,0.27292414,0.272596027,0.273709992,0.272081933,0.256908797
2018/1/22,2018/8/6,Y_M_3,0.220280311,0.264413796,0.261015696,0.265251847,0.225908734
2018/1/22,2018/8/6,Y_M_4,0.194061903,0.241280657,0.238082693,0.241220599,0.172401799
2018/1/22,2018/8/6,Y_M_5,0.177076131,0.224031957,0.220125706,0.223611426,-0.001448332
2018/1/22,2018/8/7,Y_M_1,0.180250076,0.069251953,0.053843386,0.068060656,0.097464753
2018/1/22,2018/8/7,Y_M_2,0.22213284,0.144394817,0.135007669,0.142434172,0.125014321
2018/1/22,2018/8/7,Y_M_3,0.222329898,0.194261095,0.189202995,0.189518327,-10.24482424
2018/1/22,2018/8/7,Y_M_4,0.16995745,0.17967867,0.175681181,0.174124731,0.029408169
2018/1/22,2018/8/7,Y_M_5,0.116366979,0.140646523,0.137472951,0.134633762,-0.094504728
2018/1/22,2018/8/8,Y_M_1,0.208448732,0.133372132,0.132158464,0.133680643,0.098839252
2018/1/22,2018/8/8,Y_M_2,0.200215199,0.145330085,0.146574045,0.146921307,0.140991148
2018/1/22,2018/8/8,Y_M_3,0.108081592,0.06786031,0.070504281,0.070314004,-0.102422482
2018/1/22,2018/8/8,Y_M_4,0.039981064,0.035979926,0.033457353,0.038470981,0.077658789
2018/1/22,2018/8/8,Y_M_5,0.021768817,0.0252029,0.016392671,0.02558245,-0.121578486
2018/1/22,2018/8/9,Y_M_1,0.289839558,0.177061404,0.187303495,0.175947092,0.157460005
2018/1/22,2018/8/9,Y_M_2,0.289036689,0.221323506,0.225660311,0.219372199,0.199165638
2018/1/22,2018/8/9,Y_M_3,0.298544341,0.2480106,0.251300429,0.246231547,0.125333217
2018/1/22,2018/8/9,Y_M_4,0.306360417,0.255434297,0.258438937,0.255469228,0.235386843
2018/1/22,2018/8/9,Y_M_5,0.32224475,0.275246821,0.276674654,0.276451488,-0.000135148
2018/1/22,2018/8/10,Y_M_1,0.243981974,0.172413556,0.155806414,0.173074809,0.14247751
2018/1/22,2018/8/10,Y_M_2,0.187032339,0.146958563,0.131826553,0.149377006,0.121166403
2018/1/22,2018/8/10,Y_M_3,0.145622043,0.143263152,0.139233457,0.147622612,0.094407917
2018/1/22,2018/8/10,Y_M_4,0.108215148,0.128186589,0.12950531,0.13179347,0.061192381
2018/1/22,2018/8/10,Y_M_5,0.05957899,0.095790677,0.096167285,0.09885712,-0.05286127
2018/1/22,2018/8/13,Y_M_1,0.084647708,0.073533705,0.057420353,0.07770014,0.10182884
2018/1/22,2018/8/13,Y_M_2,0.194335339,0.169848725,0.167579754,0.17542016,0.149663646
2018/1/22,2018/8/13,Y_M_3,0.256557666,0.207405045,0.208687148,0.211988747,0.042552916
2018/1/22,2018/8/13,Y_M_4,0.262074233,0.237229835,0.23767956,0.239564711,0.177094576
2018/1/22,2018/8/13,Y_M_5,0.237711615,0.218218493,0.217891215,0.218746849,-0.02803026
2018/1/22,2018/8/14,Y_M_1,0.169335398,0.119919232,0.079034252,0.124814977,0.111309997
2018/1/22,2018/8/14,Y_M_2,0.166230755,0.125661163,0.092278089,0.132715171,0.127553307
2018/1/22,2018/8/14,Y_M_3,0.172062839,0.128969901,0.112348297,0.135880631,-0.034030509
2018/1/22,2018/8/14,Y_M_4,0.172377525,0.126164514,0.118152654,0.131951499,0.043380349
2018/1/22,2018/8/14,Y_M_5,0.181457466,0.136726193,0.13627328,0.140928096,-0.005638192
2018/1/22,2018/8/15,Y_M_1,0.244710677,0.192436122,0.16363405,0.189367322,0.147706461
2018/1/22,2018/8/15,Y_M_2,0.213405078,0.169178233,0.158348494,0.172214346,0.124928413
2018/1/22,2018/8/15,Y_M_3,0.172521035,0.151639376,0.148233823,0.156860132,0.123941267
2018/1/22,2018/8/15,Y_M_4,0.144916059,0.136612048,0.134034957,0.139607742,0.052656593
