date,r2
2018-10-03,-0.18986577310161867
2018-10-04,-0.9790400296313895
2018-10-05,-0.4043083504338787
2018-10-08,-0.03693885414570475
2018-10-09,-0.22668733456583778
2018-10-11,-1.8804729277269052
2018-10-12,-0.04525661923207891
2018-10-15,-0.34684786191899875
2018-10-16,-0.3497561699624234
2018-10-17,-0.029751085202359695
2018-10-18,-0.42352834743597567
2018-10-19,-0.5020210786837251
2018-10-22,-0.6225119570865774
2018-10-23,-0.5441027172552335
2018-10-24,-0.0053888438688454166
2018-10-25,-2.12330659928415
2018-10-26,-2.0621575638565846
2018-10-29,-1.434872521661994
2018-10-30,-0.13609786641801924
2018-10-31,-0.2574482957130775
2018-11-01,0.0934150348698064
2018-11-02,-0.24881515231160312
2018-11-05,-0.5514770009464238
2018-11-06,-1.066095440331046
2018-11-07,-0.5780710378777414
2018-11-08,-0.6994201627633121
2018-11-09,-0.8634393410649581
2018-11-12,-2.911334848378193
2018-11-13,-1.6436846287211786
2018-11-14,-0.8334495921688714
2018-11-15,-2.2234884418872656
2018-11-16,-0.16280810109970956
2018-11-19,-2.139106982872516
2018-11-20,-0.32427565892057
2018-11-21,-2.016373388794942
2018-11-22,-1.4014549966062133
2018-11-23,-1.7135736505184114
2018-11-26,-1.292296499120924
2018-11-27,-5.740743807470172
2018-11-28,-1.5109230126082918
2018-11-29,-1.3357764316769383
2018-11-30,-2.883732593385316
2018-12-03,-1.3861829430051098
2018-12-04,-4.370327554270936
2018-12-05,-3.2192043559498176
2018-12-06,-0.27883378519204616
2018-12-07,-0.9441428833765761
2018-12-10,-0.4511478787998704
2018-12-11,-0.8235592414489978
2018-12-12,-3.4673043460747266
2018-12-13,-0.6757040237127665
2018-12-14,-2.3624631147827895
2018-12-17,-3.137016299091015
2018-12-18,-1.423574817002713
2018-12-19,-4.032642417789781
2018-12-20,-2.237946793185352
2018-12-21,-2.505815105064987
2018-12-22,-2.866338991871166
2018-12-24,-2.086207099921373
2018-12-25,-3.598645678297867
2018-12-26,-1.8665821929627984
2018-12-27,-0.6290432151301211
