Factor,T-values
const,-1.005580670205915
GROUP1_0,47.44848338366621
GROUP1_1,30.430054684421478
GROUP1_2,18.628462418352484
GROUP1_3,13.20633420343761
GROUP1_4,14.142734718467839
GROUP5_0,-24.63186143110055
GROUP5_1,-22.888053712744494
GROUP5_2,-13.15870229416785
GROUP5_3,-17.22601125782429
GROUP5_4,-26.292207622356326
GROUP6_0,30.253263113224392
GROUP6_1,24.830981627740734
GROUP6_2,15.441476717689486
GROUP6_3,16.976768652245774
GROUP6_4,24.429266935896187
GROUP7_1,-6.025771958063976
GROUP7_2,-1.111965745123748
GROUP7_3,2.2099180283936826
GROUP7_4,-1.2399716522954907
GROUP7_5,4.226974515145662
GROUP15_1,-1.4923788832247464
GROUP15_2,-0.5343917440469672
GROUP15_3,-0.27775822869042194
GROUP15_4,5.136242222204753
GROUP15_5,-3.1836228116821457
GROUP11_1,-15.45966811122002
GROUP11_2,19.797511176912128
GROUP8_1,26.949977120202036
GROUP8_2,2.0061011054611213
GROUP8_3,6.109083896015445
GROUP8_4,0.34040209185599474
GROUP8_5,-0.1536640092983939
GROUP9_0,53.389569546220926
GROUP9_1,-1.6540250116181365
GROUP9_2,3.5122703529229455
GROUP9_3,-16.95743872544766
GROUP9_4,-24.78964664558008
GROUP10_1,51.735648755884355
GROUP10_2,-7.26086544911225
GROUP10_3,2.6342056807102416
GROUP10_4,0.8493039465804894
GROUP10_5,-10.657356734010794
GROUP12,4.255585322798618
GROUP13_1,-7.320367140416927
GROUP13_2,-8.457807787681286
GROUP13_3,1.817763309653198
GROUP13_4,-2.636501493864809
GROUP13_5,-1.033789986677802
GROUP1_0*GROUP5_0,5.737404609240319
GROUP1_0*GROUP6_0,-5.779457226184236
GROUP1_0*GROUP7_1,-3.3697669928208134
GROUP1_0*GROUP11_1,-12.6318001069651
GROUP1_0*GROUP8_1,-1.7073136898484296
GROUP1_0*GROUP9_0,0.615721399243911
GROUP1_0*GROUP10_1,2.01792888380409
GROUP1_0*GROUP12,7.951428097730865
GROUP1_0*GROUP13_1,16.38410573242127
GROUP5_0*GROUP6_0,-8.213726915744164
GROUP5_0*GROUP7_1,16.07282372150122
GROUP5_0*GROUP11_1,-1.1388553561301389
GROUP5_0*GROUP8_1,1.4234008059384147
GROUP5_0*GROUP9_0,1.8577899412064587
GROUP5_0*GROUP10_1,-8.086573562522778
GROUP5_0*GROUP12,3.6372171635957926
GROUP5_0*GROUP13_1,-25.828613142574756
GROUP6_0*GROUP7_1,-19.374184377285403
GROUP6_0*GROUP11_1,1.5908296746763497
GROUP6_0*GROUP8_1,-1.0636525115083726
GROUP6_0*GROUP9_0,-1.2355586588190104
GROUP6_0*GROUP10_1,9.449863228473616
GROUP6_0*GROUP12,-2.6059604317730036
GROUP6_0*GROUP13_1,34.4978312930143
GROUP7_1*GROUP15_1,-5.532215346622148
GROUP7_1*GROUP11_1,3.477956485149998
GROUP7_1*GROUP8_1,8.07698457143811
GROUP7_1*GROUP10_1,-0.2076887227842824
GROUP7_1*GROUP12,-8.409020010344314
GROUP7_1*GROUP13_1,-3.3514736502518083
GROUP15_1*GROUP11_1,-1.463258273748717
GROUP15_1*GROUP8_1,7.1136795333077085
GROUP15_1*GROUP10_1,8.71847828917091
GROUP15_1*GROUP12,-0.8208313924007694
GROUP15_1*GROUP13_1,18.53221567539502
GROUP11_1*GROUP8_1,1.762017172865113
GROUP11_1*GROUP12,-12.31968257931147
GROUP11_1*GROUP13_1,-12.652167551808212
GROUP8_1*GROUP10_1,0.595718910835469
GROUP8_1*GROUP12,0.25953765755690034
GROUP8_1*GROUP13_1,-8.945443647619078
GROUP10_1*GROUP12,8.64774539660826
