Factor,T-values
const,-2.274695624560597
GROUP1_0,48.23311563227242
GROUP1_1,29.80683928330439
GROUP1_2,18.87298947276658
GROUP1_3,12.996678435979897
GROUP1_4,15.877726362823855
GROUP5_0,-20.29359728468926
GROUP5_1,-19.723409192876595
GROUP5_2,-11.221925336071378
GROUP5_3,-14.70618587549476
GROUP5_4,-23.557680570122496
GROUP6_0,26.36770969480559
GROUP6_1,22.551893819287006
GROUP6_2,14.239998508544137
GROUP6_3,15.245367956567463
GROUP6_4,22.18489448438794
GROUP7_1,-9.279186287163137
GROUP7_2,-3.818424428277658
GROUP7_3,8.969730297818618
GROUP7_4,0.16209777362642613
GROUP7_5,7.937498636161789
GROUP15_1,0.08290155490314985
GROUP15_2,0.35171193247713933
GROUP15_3,-0.18848574472244
GROUP15_4,4.090670843917903
GROUP15_5,-3.3354843774452783
GROUP11_1,-12.71362347629353
GROUP11_2,16.288595300445916
GROUP8_1,28.796864992577394
GROUP8_2,-0.13413987644789296
GROUP8_3,6.706390106208912
GROUP8_4,-2.0884549583045433
GROUP8_5,5.2707485848794775
GROUP9_0,61.25161243147392
GROUP9_1,-2.733942409052807
GROUP9_2,1.6323496581616024
GROUP9_3,-16.89181237610223
GROUP9_4,-29.00211756031885
GROUP10_1,50.54977534959835
GROUP10_2,-2.2170586385061437
GROUP10_3,3.128627266840187
GROUP10_4,-0.20579241407527732
GROUP10_5,-13.82814062595645
GROUP12,-0.5473863657504677
GROUP13_1,-11.68894838281781
GROUP13_2,6.407555980797248
GROUP13_3,0.44574162532256884
GROUP13_4,-9.825339564635234
GROUP13_5,3.706527158061299
GROUP1_0*GROUP5_0,5.497639475172402
GROUP1_0*GROUP6_0,-5.309688717152792
GROUP1_0*GROUP7_1,-5.160839038566651
GROUP1_0*GROUP11_1,-13.844745429532004
GROUP1_0*GROUP8_1,-2.008433810432268
GROUP1_0*GROUP9_0,3.2208790451326204
GROUP1_0*GROUP10_1,3.4570819369927355
GROUP1_0*GROUP12,2.025699081014104
GROUP1_0*GROUP13_1,15.63902010195277
GROUP5_0*GROUP6_0,-8.624746397118388
GROUP5_0*GROUP7_1,12.36040536921555
GROUP5_0*GROUP11_1,-1.0453119384501754
GROUP5_0*GROUP8_1,0.5718603311820871
GROUP5_0*GROUP9_0,3.7131053201707838
GROUP5_0*GROUP10_1,-4.118018105585333
GROUP5_0*GROUP12,-0.33112745465597737
GROUP5_0*GROUP13_1,-25.25190080811637
GROUP6_0*GROUP7_1,-15.419973755984214
GROUP6_0*GROUP11_1,2.024668652441396
GROUP6_0*GROUP8_1,-0.8659264736716509
GROUP6_0*GROUP9_0,-3.480868273435407
GROUP6_0*GROUP10_1,5.479633437059215
GROUP6_0*GROUP12,0.1071361350465705
GROUP6_0*GROUP13_1,34.20830560547514
GROUP7_1*GROUP15_1,-2.6776059061733983
GROUP7_1*GROUP11_1,6.372408804227514
GROUP7_1*GROUP8_1,7.509180970193965
GROUP7_1*GROUP10_1,7.558868868642069
GROUP7_1*GROUP12,-0.6096710683227871
GROUP7_1*GROUP13_1,-12.978928415099505
GROUP15_1*GROUP11_1,2.813926741497804
GROUP15_1*GROUP8_1,6.81610362948143
GROUP15_1*GROUP10_1,7.272253805076085
GROUP15_1*GROUP12,1.1993004687543982
GROUP15_1*GROUP13_1,11.563044058533661
GROUP11_1*GROUP8_1,11.283736874518944
GROUP11_1*GROUP12,4.506012355881702
GROUP11_1*GROUP13_1,-16.772227253182862
GROUP8_1*GROUP10_1,-10.043264793506697
GROUP8_1*GROUP12,2.816333937825323
GROUP8_1*GROUP13_1,-9.20349911276454
GROUP10_1*GROUP12,0.2180195524495433
