,training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
0,2018-01-22,2018-09-26,Y_M_1,-0.0003070272328724588,0.13950714098341754,0.13855788977377714,0.13532434847764352,0.04641625988809784
1,2018-01-22,2018-09-26,Y_M_2,0.09549144257461728,0.11661609948325002,0.11413132738927412,0.11081610565988953,-3.0054504806478386
2,2018-01-22,2018-09-26,Y_M_3,0.017268600867337613,0.09208376050888967,0.0831213097147786,0.08184939973287009,0.09202077503635997
3,2018-01-22,2018-09-26,Y_M_4,-0.03486281274494818,0.04809898590979178,0.0376755804378377,0.03488391269846225,-0.17585123403797742
4,2018-01-22,2018-09-26,Y_M_5,-0.03523237450433925,0.030323563983694287,0.020368297494358645,0.017670815436359844,0.01349833823620128
5,2018-01-22,2018-09-27,Y_M_1,-0.015727335900647788,-0.18735484859580964,-0.2308473053430693,-0.18754854669397836,-0.2143514399222033
6,2018-01-22,2018-09-27,Y_M_2,-0.3919634341376441,-0.2433708805439181,-0.29354846995125006,-0.23092833767078025,-8.659222962254349
7,2018-01-22,2018-09-27,Y_M_3,-0.5565221042507069,-0.3330108618081013,-0.37978282073329783,-0.3360021084359157,-0.26380342497863585
8,2018-01-22,2018-09-27,Y_M_4,-0.5259427424568712,-0.4215753094985615,-0.4598195478032838,-0.42707046935259285,-0.9874346806676205
9,2018-01-22,2018-09-27,Y_M_5,-0.48748458256884786,-0.48110784947968227,-0.5173696056841854,-0.4879272934800112,-0.3390398503452061
10,2018-01-22,2018-09-28,Y_M_1,-0.01040012371591903,0.29534173095725813,0.2872143215826167,0.2909700318833849,0.2627469904547157
11,2018-01-22,2018-09-28,Y_M_2,0.23077264867645556,0.2602153216807652,0.2556437632515197,0.2540718111426833,-2.7475011300594607
12,2018-01-22,2018-09-28,Y_M_3,0.17641056226059026,0.18328895998635852,0.1841936475912188,0.1801664796533099,0.1742583348664446
13,2018-01-22,2018-09-28,Y_M_4,0.10986574382403136,0.11305767787069254,0.1132221511629896,0.11070011156292414,0.13398337483375777
14,2018-01-22,2018-09-28,Y_M_5,0.0543071847547123,0.06281806760732489,0.06297997399137334,0.06114438420406198,0.04515447190927013
