training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/8/21,Y_M_1,-0.011055375,0.154924548,0.152858535,0.155034251,0.143059751
2018/1/22,2018/8/21,Y_M_2,0.220725998,0.210803955,0.214057095,0.20902012,-11.29696805
2018/1/22,2018/8/21,Y_M_3,0.118158505,0.112827525,0.120322939,0.109917326,0.125588487
2018/1/22,2018/8/21,Y_M_4,0.001920133,-0.018469978,-0.011420995,-0.024679052,-0.924539919
2018/1/22,2018/8/21,Y_M_5,-0.106209995,-0.148209584,-0.146244026,-0.15686485,-0.088373737
2018/1/22,2018/8/22,Y_M_1,-1.27E-07,0.173742861,0.16606462,0.165021647,0.003785429
2018/1/22,2018/8/22,Y_M_2,0.157349654,0.16752019,0.158230919,0.155532349,-13.08088002
2018/1/22,2018/8/22,Y_M_3,0.142519128,0.173024665,0.167585068,0.163738832,0.095010796
2018/1/22,2018/8/22,Y_M_4,0.12507397,0.143218122,0.14095872,0.138115046,-1.413538717
2018/1/22,2018/8/22,Y_M_5,0.11194236,0.108249864,0.110553683,0.106715824,0.002474394
2018/1/22,2018/8/23,Y_M_1,-0.000831785,0.273956196,0.273306869,0.274324633,0.186635089
2018/1/22,2018/8/23,Y_M_2,0.209378803,0.230028371,0.231443515,0.231569458,-7.00353199
2018/1/22,2018/8/23,Y_M_3,0.13546681,0.146396751,0.148139699,0.1472021,0.096874733
2018/1/22,2018/8/23,Y_M_4,0.098027102,0.101475623,0.10518225,0.101167933,-1.188542002
2018/1/22,2018/8/23,Y_M_5,0.06705763,0.077579216,0.082472518,0.076847236,-0.287377832
2018/1/22,2018/8/24,Y_M_1,-0.0013829,0.214700989,0.206300852,0.211690034,0.153392315
2018/1/22,2018/8/24,Y_M_2,0.192578115,0.179239155,0.168591005,0.175236717,-7.418770911
2018/1/22,2018/8/24,Y_M_3,0.157819169,0.121991744,0.111147415,0.118606042,0.126203803
2018/1/22,2018/8/24,Y_M_4,0.139695119,0.089728086,0.082041668,0.087012464,-0.995907022
2018/1/22,2018/8/24,Y_M_5,0.12656727,0.06149772,0.055668567,0.060420055,-0.255243787
2018/1/22,2018/8/27,Y_M_1,-0.010807859,0.230998143,0.225360797,0.226233318,-0.10195315
2018/1/22,2018/8/27,Y_M_2,0.272288222,0.256960048,0.248590296,0.257870281,-15.45545223
2018/1/22,2018/8/27,Y_M_3,0.228296849,0.208184851,0.201324765,0.209035316,0.212341916
2018/1/22,2018/8/27,Y_M_4,0.201544217,0.15201345,0.151196748,0.154108075,-3.082235639
2018/1/22,2018/8/27,Y_M_5,0.154169684,0.10404879,0.10567398,0.107639533,0.040843731
2018/1/22,2018/8/28,Y_M_1,-0.00261466,0.173073087,0.172500246,0.17849775,0.169600267
2018/1/22,2018/8/28,Y_M_2,0.151399027,0.174500489,0.174407863,0.180457026,-25.53196958
2018/1/22,2018/8/28,Y_M_3,0.006873724,-0.010148815,-0.018594911,-0.00174837,-0.126686699
2018/1/22,2018/8/28,Y_M_4,-0.004540441,-0.049681995,-0.055629137,-0.048357519,-7.346782403
2018/1/22,2018/8/28,Y_M_5,-0.041659043,-0.081312795,-0.087737606,-0.081305161,-0.495127539
2018/1/22,2018/8/29,Y_M_1,-0.012203659,0.247013944,0.229406505,0.238531754,0.115962428
2018/1/22,2018/8/29,Y_M_2,0.199670484,0.179658397,0.165242414,0.181514479,-14.88443373
2018/1/22,2018/8/29,Y_M_3,0.12418794,0.07365777,0.06866892,0.081376815,-0.052382822
2018/1/22,2018/8/29,Y_M_4,0.075181412,-0.004352672,-0.005446776,0.01267975,-4.306143598
2018/1/22,2018/8/29,Y_M_5,0.034835219,-0.05646898,-0.058390105,-0.039202245,-3.422231042
2018/1/22,2018/8/30,Y_M_1,-0.003073793,0.167802968,0.164270126,0.17140783,0.164140066
