training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/10/11,Y_M_1,-0.026794505,0.111536113,0.114070102,0.111565627,-0.042846664
2018/1/22,2018/10/11,Y_M_2,0.136311633,0.049535598,0.062993213,0.04468633,-50.53236852
2018/1/22,2018/10/11,Y_M_3,0.061239648,0.000601642,-0.009152721,-0.013415794,0.01400888
2018/1/22,2018/10/11,Y_M_4,-0.037467738,-0.072066836,-0.096132162,-0.090554372,-0.412681908
2018/1/22,2018/10/11,Y_M_5,-0.114762229,-0.148648141,-0.176455679,-0.170907361,-1.246964583
2018/1/22,2018/10/12,Y_M_1,-0.059528344,0.200923136,0.192926975,0.198955467,-0.033117003
2018/1/22,2018/10/12,Y_M_2,0.068505419,0.082498088,0.078765799,0.08403919,-0.747313956
2018/1/22,2018/10/12,Y_M_3,-0.158679003,-0.114648617,-0.118139139,-0.114556845,-0.124050405
2018/1/22,2018/10/12,Y_M_4,-0.334355408,-0.283556087,-0.28787755,-0.284983863,-0.43421014
2018/1/22,2018/10/12,Y_M_5,-0.49143092,-0.426642955,-0.432297889,-0.430155531,-0.365326553
2018/1/22,2018/10/15,Y_M_1,-0.001920834,0.182902092,0.178496208,0.175102782,-0.012531612
2018/1/22,2018/10/15,Y_M_2,0.166909043,0.138844056,0.132439437,0.129517729,-0.459933017
2018/1/22,2018/10/15,Y_M_3,0.083329302,0.096260831,0.09390162,0.092914263,0.082095997
2018/1/22,2018/10/15,Y_M_4,0.08453455,0.082314009,0.085899112,0.090772895,-0.738715348
2018/1/22,2018/10/15,Y_M_5,0.052467564,0.069897683,0.076943537,0.084202652,-0.149981869
2018/1/22,2018/10/16,Y_M_1,-0.00191985,0.272164114,0.259586825,0.273114167,-0.000630887
2018/1/22,2018/10/16,Y_M_2,0.251434186,0.254774868,0.244017922,0.250125795,-0.263454473
2018/1/22,2018/10/16,Y_M_3,0.161130929,0.184519476,0.178193188,0.178410886,0.189431307
2018/1/22,2018/10/16,Y_M_4,0.108967285,0.129972452,0.126257403,0.124515041,-0.015902605
2018/1/22,2018/10/16,Y_M_5,0.07093454,0.091894027,0.088663723,0.086186639,0.025874871
2018/1/22,2018/10/17,Y_M_1,-0.014777501,0.233092521,0.236135832,0.23405416,-0.037600339
2018/1/22,2018/10/17,Y_M_2,0.203590771,0.179387892,0.184911068,0.188886331,-0.733704727
2018/1/22,2018/10/17,Y_M_3,0.117725808,0.104512177,0.107366744,0.112183918,0.075002176
2018/1/22,2018/10/17,Y_M_4,0.035783088,0.031593933,0.035538901,0.038027238,-0.113792128
2018/1/22,2018/10/17,Y_M_5,-0.029032292,-0.029225634,-0.024814512,-0.022481595,-0.462657781
2018/1/22,2018/10/18,Y_M_1,-0.001052728,0.337821077,0.334437609,0.331745191,-0.008896564
2018/1/22,2018/10/18,Y_M_2,0.222084511,0.259660582,0.257765769,0.252783404,-0.182777693
2018/1/22,2018/10/18,Y_M_3,0.134432039,0.16979896,0.170617363,0.164946389,0.145816434
2018/1/22,2018/10/18,Y_M_4,0.082507631,0.116692097,0.119187163,0.113594116,-0.000827511
2018/1/22,2018/10/18,Y_M_5,0.044826574,0.079743737,0.082783885,0.078102931,0.009251644
2018/1/22,2018/10/19,Y_M_1,-0.009497248,0.258101168,0.256228633,0.251012906,-0.001884076
2018/1/22,2018/10/19,Y_M_2,0.14496695,0.146921465,0.149631021,0.145351805,-0.226644519
2018/1/22,2018/10/19,Y_M_3,0.048107158,0.049330817,0.050926121,0.048576212,0.012950474
2018/1/22,2018/10/19,Y_M_4,-0.01143683,-0.009610013,-0.010808878,-0.013165731,-0.077296984
2018/1/22,2018/10/19,Y_M_5,-0.038833258,-0.042823242,-0.045916955,-0.046804652,-0.059225979
2018/1/22,2018/10/22,Y_M_1,-0.010738131,0.221552714,0.212962289,0.21462839,-0.001713391
2018/1/22,2018/10/22,Y_M_2,0.134687046,0.170060229,0.167579625,0.164501738,-0.08722208
2018/1/22,2018/10/22,Y_M_3,0.013751256,0.042792697,0.03999926,0.039007982,0.037282219
2018/1/22,2018/10/22,Y_M_4,-0.069318888,-0.049437982,-0.051530574,-0.052797102,-0.098252533
2018/1/22,2018/10/22,Y_M_5,-0.128481703,-0.121200805,-0.122903255,-0.124877204,-0.135300295
2018/1/22,2018/10/23,Y_M_1,-0.001299599,0.19057668,0.187667354,0.191113976,-0.009562387
2018/1/22,2018/10/23,Y_M_2,0.141982109,0.133954867,0.132449493,0.136618718,-0.172869493
2018/1/22,2018/10/23,Y_M_3,0.124392788,0.092306851,0.085067258,0.093408631,0.066284201
2018/1/22,2018/10/23,Y_M_4,0.097471581,0.082644489,0.076309251,0.082249005,0.005543727
2018/1/22,2018/10/23,Y_M_5,0.06893674,0.052869568,0.049675778,0.052807533,-0.090746229
2018/1/22,2018/10/24,Y_M_1,-0.001496385,0.326654104,0.32665466,0.324469468,-0.008043412
2018/1/22,2018/10/24,Y_M_2,0.224626923,0.233424213,0.232716733,0.230503031,-0.445934328
2018/1/22,2018/10/24,Y_M_3,0.137392237,0.156283783,0.154205638,0.153276449,0.149814602
2018/1/22,2018/10/24,Y_M_4,0.110731329,0.122759901,0.120109936,0.119365116,0.002281653
2018/1/22,2018/10/24,Y_M_5,0.102720788,0.108883391,0.106568888,0.105937119,0.025881997
2018/1/22,2018/10/25,Y_M_1,-0.000342297,0.162578043,0.153404897,0.159283359,-0.001325505
2018/1/22,2018/10/25,Y_M_2,0.110839257,0.07912846,0.074054487,0.077557511,-0.514100339
2018/1/22,2018/10/25,Y_M_3,0.059739254,0.015866327,0.014441568,0.018182326,0.009962528
2018/1/22,2018/10/25,Y_M_4,0.040252223,-0.0039234,-0.001162502,0.00182122,-0.0261703
2018/1/22,2018/10/25,Y_M_5,0.025472735,-0.012451141,-0.008230533,-0.004950553,-0.220034613
2018/1/22,2018/10/26,Y_M_1,-0.005665912,0.214589984,0.206226501,0.207781028,-0.015363124
2018/1/22,2018/10/26,Y_M_2,0.17328036,0.169585547,0.163053812,0.164039195,-0.724157786
2018/1/22,2018/10/26,Y_M_3,0.133480786,0.138696786,0.135161655,0.134717857,0.128700609
2018/1/22,2018/10/26,Y_M_4,0.08217777,0.10169659,0.098972201,0.099841589,-0.030719485
2018/1/22,2018/10/26,Y_M_5,0.067594581,0.074061322,0.07064335,0.071583099,-0.055519274
2018/1/22,2018/10/29,Y_M_1,-0.000768833,0.214772307,0.204506696,0.207953044,-0.008395958
2018/1/22,2018/10/29,Y_M_2,0.152880682,0.155960885,0.145682299,0.146846007,-0.359613873
2018/1/22,2018/10/29,Y_M_3,0.137665956,0.136817562,0.133165303,0.130278598,0.106854699
2018/1/22,2018/10/29,Y_M_4,0.085152438,0.090447444,0.089057719,0.086223371,-0.004423745
2018/1/22,2018/10/29,Y_M_5,0.059689957,0.048737886,0.047107584,0.044775826,-0.074313148
2018/1/22,2018/10/30,Y_M_1,-6.45E-05,0.248536301,0.249046237,0.249100187,-0.002253446
2018/1/22,2018/10/30,Y_M_2,0.165874039,0.182463903,0.180685395,0.181665303,-0.690747551
2018/1/22,2018/10/30,Y_M_3,0.100287598,0.131021383,0.130101493,0.129706444,0.124789771
2018/1/22,2018/10/30,Y_M_4,0.068735016,0.101501583,0.102010577,0.099724826,-0.003402575
2018/1/22,2018/10/30,Y_M_5,0.048588684,0.075946353,0.076012289,0.074509722,0.056234435
2018/1/22,2018/10/31,Y_M_1,-0.011554785,0.204044617,0.199058699,0.198216367,-0.001079636
2018/1/22,2018/10/31,Y_M_2,0.222702366,0.197221032,0.188387119,0.19031621,-0.413047046
2018/1/22,2018/10/31,Y_M_3,0.232705093,0.186658639,0.173710043,0.181107601,0.19172913
2018/1/22,2018/10/31,Y_M_4,0.183696171,0.151113855,0.139728532,0.148726362,-0.062551139
2018/1/22,2018/10/31,Y_M_5,0.130991837,0.11235911,0.101211903,0.109549908,-0.049795443
2018/1/22,2018/11/1,Y_M_1,-0.007205242,0.183894197,0.167958173,0.176764541,-5.51E-06
2018/1/22,2018/11/1,Y_M_2,0.161690893,0.166136785,0.153918292,0.160914934,-0.074010351
2018/1/22,2018/11/1,Y_M_3,0.063961552,0.08460061,0.073418761,0.07932322,0.068689405
2018/1/22,2018/11/1,Y_M_4,-0.001229631,0.024670979,0.012848083,0.015645831,-0.10479229
2018/1/22,2018/11/1,Y_M_5,-0.044040553,-0.011401354,-0.024280745,-0.021529759,0.07282247
2018/1/22,2018/11/2,Y_M_1,-0.000386505,0.227303223,0.215444796,0.220592099,-0.002399684
2018/1/22,2018/11/2,Y_M_2,0.214073674,0.220595218,0.213885038,0.213672873,-0.08578662
2018/1/22,2018/11/2,Y_M_3,0.184880818,0.179605294,0.179482758,0.174957166,0.159450131
2018/1/22,2018/11/2,Y_M_4,0.145173967,0.13212298,0.133768054,0.131030956,-0.010232541
2018/1/22,2018/11/2,Y_M_5,0.12526825,0.104609536,0.106803708,0.104770579,0.033063285
2018/1/22,2018/11/5,Y_M_1,-3.66E-05,0.261631109,0.259405489,0.263420181,-0.003801466
2018/1/22,2018/11/5,Y_M_2,0.199319013,0.200578928,0.199221012,0.204404725,-0.528416751
2018/1/22,2018/11/5,Y_M_3,0.142697578,0.140514317,0.139530819,0.142050327,0.123011232
2018/1/22,2018/11/5,Y_M_4,0.106749875,0.094975796,0.092923882,0.096144856,0.002591866
2018/1/22,2018/11/5,Y_M_5,0.090207043,0.083468761,0.081100743,0.083789678,-0.089779077
2018/1/22,2018/11/6,Y_M_1,-0.012749835,0.236916249,0.234033395,0.238350173,-0.035883787
2018/1/22,2018/11/6,Y_M_2,0.179865023,0.183841633,0.179176602,0.187433194,-0.366281774
2018/1/22,2018/11/6,Y_M_3,0.042429779,0.069190019,0.066893236,0.075351184,0.05670429
2018/1/22,2018/11/6,Y_M_4,-0.037873592,-0.007109242,-0.010990667,-0.002502852,-0.072987326
2018/1/22,2018/11/6,Y_M_5,-0.098702019,-0.070182319,-0.074016885,-0.065886586,-0.464559392
2018/1/22,2018/11/7,Y_M_1,-0.000461449,0.199017157,0.193636491,0.191858339,-0.002149575
2018/1/22,2018/11/7,Y_M_2,0.162427125,0.163965691,0.168248492,0.161146359,-0.515000761
2018/1/22,2018/11/7,Y_M_3,0.09102116,0.073337172,0.079053282,0.073022249,0.033231213
2018/1/22,2018/11/7,Y_M_4,0.046080361,0.028382174,0.035139606,0.031688994,-0.000394226
2018/1/22,2018/11/7,Y_M_5,0.047769645,0.020921938,0.025498841,0.024724445,-0.150833585
2018/1/23,2018/10/12,Y_M_1,-0.060682986,0.198896416,0.191431214,0.196539709,0.103686187
2018/1/23,2018/10/12,Y_M_2,0.041420303,0.07959538,0.076121228,0.08052048,-0.585702362
2018/1/23,2018/10/12,Y_M_3,-0.17548961,-0.120125613,-0.123774861,-0.119362991,-0.934521408
2018/1/23,2018/10/12,Y_M_4,-0.35647882,-0.293245404,-0.297231421,-0.29411423,-1.563650742
2018/1/23,2018/10/12,Y_M_5,-0.508891681,-0.441233519,-0.446121116,-0.442176102,-0.467456527
2018/1/23,2018/10/15,Y_M_1,-0.001700759,0.198186477,0.192062477,0.190924256,0.087625204
2018/1/23,2018/10/15,Y_M_2,0.161680915,0.152668418,0.150177249,0.143093397,-1.399987308
2018/1/23,2018/10/15,Y_M_3,0.087502779,0.101825682,0.104907222,0.101651663,-1.100468945
2018/1/23,2018/10/15,Y_M_4,0.08445614,0.085570491,0.095575306,0.097942442,-2.213284736
2018/1/23,2018/10/15,Y_M_5,0.062335491,0.071528117,0.084705366,0.088919699,0.066262558
2018/1/23,2018/10/16,Y_M_1,-0.002156129,0.267057791,0.258339053,0.268123773,0.161089096
2018/1/23,2018/10/16,Y_M_2,0.252556632,0.250645182,0.240785061,0.246465334,-0.541402425
2018/1/23,2018/10/16,Y_M_3,0.162542631,0.182133983,0.176694757,0.176146234,-0.174860977
2018/1/23,2018/10/16,Y_M_4,0.101789612,0.1277052,0.124658587,0.123573887,-0.550768517
2018/1/23,2018/10/16,Y_M_5,0.065158333,0.088924832,0.086224939,0.085052264,0.081072454
2018/1/23,2018/10/17,Y_M_1,-0.014117031,0.24126922,0.249811223,0.242883378,0.108066053
2018/1/23,2018/10/17,Y_M_2,0.189979582,0.18661118,0.190660621,0.194676964,-0.777194209
2018/1/23,2018/10/17,Y_M_3,0.117683476,0.109263297,0.110439515,0.116745568,-3.384418478
2018/1/23,2018/10/17,Y_M_4,0.035962358,0.036001995,0.040145794,0.042250451,-2.189679103
2018/1/23,2018/10/17,Y_M_5,-0.035720931,-0.023503825,-0.018466908,-0.015830096,-0.016986498
2018/1/23,2018/10/18,Y_M_1,-0.000905755,0.337202877,0.335337811,0.33118203,0.178809341
2018/1/23,2018/10/18,Y_M_2,0.219773155,0.259315142,0.25775084,0.252455944,-0.215619129
2018/1/23,2018/10/18,Y_M_3,0.126994219,0.169480643,0.170876035,0.164501562,-0.187537982
2018/1/23,2018/10/18,Y_M_4,0.074740402,0.116696594,0.119748899,0.113470145,-0.478183871
2018/1/23,2018/10/18,Y_M_5,0.041578449,0.080032513,0.083545271,0.077918684,0.060598438
2018/1/23,2018/10/19,Y_M_1,-0.00990155,0.264684393,0.260038008,0.256279397,0.125091919
2018/1/23,2018/10/19,Y_M_2,0.149633361,0.146998781,0.147743953,0.145097907,-0.398682344
2018/1/23,2018/10/19,Y_M_3,0.039378653,0.048913482,0.049065137,0.047187304,-0.42979737
2018/1/23,2018/10/19,Y_M_4,-0.022109841,-0.012417959,-0.014485301,-0.016800021,-0.643359816
2018/1/23,2018/10/19,Y_M_5,-0.056675275,-0.047446494,-0.050631819,-0.051042582,-0.0667287
2018/1/23,2018/10/22,Y_M_1,-0.011233557,0.214592522,0.212368568,0.210428097,0.123734412
2018/1/23,2018/10/22,Y_M_2,0.128113835,0.166102866,0.164083361,0.160891142,-0.742978808
2018/1/23,2018/10/22,Y_M_3,0.006469442,0.040801172,0.037335804,0.036545541,-0.477318599
2018/1/23,2018/10/22,Y_M_4,-0.086879913,-0.052753446,-0.055406276,-0.056906333,-0.842336075
2018/1/23,2018/10/22,Y_M_5,-0.150177028,-0.125896529,-0.128077373,-0.129827426,-0.145834331
2018/1/23,2018/10/23,Y_M_1,-0.001136041,0.187491261,0.184556994,0.187770927,0.112490597
2018/1/23,2018/10/23,Y_M_2,0.144661789,0.132652617,0.129366834,0.135269648,-0.94798122
2018/1/23,2018/10/23,Y_M_3,0.123391672,0.091363575,0.083871457,0.092690856,-0.422326834
2018/1/23,2018/10/23,Y_M_4,0.093261505,0.081335985,0.075283498,0.080631147,-0.876683376
