training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/10/3,Y_M_1,-3.44E-08,0.274409782,0.272578191,0.274955617,0.037107727
2018/1/22,2018/10/3,Y_M_2,0.282067263,0.280851302,0.283012743,0.277824357,-0.086976439
2018/1/22,2018/10/3,Y_M_3,0.169291263,0.175805097,0.17789551,0.171925558,0.210417647
2018/1/22,2018/10/3,Y_M_4,0.117809291,0.125370568,0.125606983,0.120913238,0.011135853
2018/1/22,2018/10/3,Y_M_5,0.116961253,0.117932815,0.11728127,0.113701044,0.136787029
2018/1/22,2018/10/4,Y_M_1,-0.016832385,0.234376531,0.233494545,0.233849269,-0.052659232
2018/1/22,2018/10/4,Y_M_2,0.231293147,0.185750406,0.186710612,0.180757007,-1.452886178
2018/1/22,2018/10/4,Y_M_3,0.147779531,0.064969862,0.063406473,0.062038559,-0.03326029
2018/1/22,2018/10/4,Y_M_4,0.107366875,0.026889887,0.025930446,0.023642315,-0.779281427
2018/1/22,2018/10/4,Y_M_5,0.064497758,0.016974013,0.015928315,0.012967728,0.019101093
2018/1/22,2018/10/5,Y_M_1,-0.004580463,0.13956943,0.129637437,0.133483736,0.053000225
2018/1/22,2018/10/5,Y_M_2,0.07715921,0.088171299,0.086694206,0.082567106,-0.041166514
2018/1/22,2018/10/5,Y_M_3,-0.064584311,0.019542365,0.027444682,0.019299747,0.15439857
2018/1/22,2018/10/5,Y_M_4,-0.184188348,-0.038688479,-0.028963107,-0.034610379,-0.118520192
2018/1/22,2018/10/5,Y_M_5,-0.227300163,-0.083773301,-0.073162633,-0.07881831,-0.074453371
2018/1/22,2018/10/8,Y_M_1,-0.000124757,0.258607625,0.256107523,0.254022643,0.079437616
2018/1/22,2018/10/8,Y_M_2,0.225665987,0.209399841,0.207884052,0.209351741,-0.048591313
2018/1/22,2018/10/8,Y_M_3,0.164653375,0.148177937,0.1468927,0.150430362,0.155629853
2018/1/22,2018/10/8,Y_M_4,0.134506933,0.117045512,0.116613223,0.122431592,0.102703675
