training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/7/31,Y_M_1,-0.002020536,0.210911419,0.203571546,0.210446751,0.182848414
2018/1/22,2018/7/31,Y_M_2,0.322541419,0.271629131,0.265755198,0.271171971,-19.85593665
2018/1/22,2018/7/31,Y_M_3,0.258462506,0.240492685,0.236703412,0.24100325,-0.711027598
2018/1/22,2018/7/31,Y_M_4,0.177971108,0.195015203,0.196403052,0.198813493,-3.61708069
2018/1/22,2018/7/31,Y_M_5,0.135475348,0.142667594,0.14793329,0.149870509,-0.094890691
2018/1/22,2018/8/1,Y_M_1,-0.003922174,0.214462919,0.210584978,0.215789974,0.144344214
2018/1/22,2018/8/1,Y_M_2,0.195116547,0.215260286,0.214297826,0.220260225,-20.83695595
2018/1/22,2018/8/1,Y_M_3,0.172432175,0.187364006,0.179499958,0.191612071,-1.338088618
2018/1/22,2018/8/1,Y_M_4,0.153743339,0.161811025,0.153300235,0.15621478,-3.619600536
2018/1/22,2018/8/1,Y_M_5,0.125485465,0.151959618,0.146435833,0.145992848,-0.119874511
2018/1/22,2018/8/2,Y_M_1,-0.076123019,0.24003301,0.232352212,0.239912912,0.250194135
2018/1/22,2018/8/2,Y_M_2,0.136147522,0.20382496,0.19225367,0.202003529,-13.69190425
2018/1/22,2018/8/2,Y_M_3,-0.015834481,0.028824538,0.018490627,0.026151215,-0.327958615
2018/1/22,2018/8/2,Y_M_4,-0.181635199,-0.141984649,-0.152189681,-0.146497785,-1.858894092
2018/1/22,2018/8/2,Y_M_5,-0.300157817,-0.273472964,-0.281505055,-0.27754392,-0.105123584
2018/1/22,2018/8/3,Y_M_1,-0.000249206,0.197189353,0.199569991,0.20372107,0.155953363
2018/1/22,2018/8/3,Y_M_2,0.255323609,0.255757995,0.260934007,0.267343414,-37.78405348
2018/1/22,2018/8/3,Y_M_3,0.238580895,0.242841977,0.244867427,0.251755435,-0.905463484
2018/1/22,2018/8/3,Y_M_4,0.214760834,0.214627245,0.220390769,0.225353287,-6.315631576
2018/1/22,2018/8/3,Y_M_5,0.167267718,0.14879204,0.157023419,0.16317189,-1.529460971
2018/1/22,2018/8/6,Y_M_1,-0.000474021,0.196990645,0.189651289,0.193139918,0.186286846
