training_start_date,testing_date,label,gbrt_oosR2,linear_oosR2,plsr_oosR2,lasso_oosR2,nn_oosR2
2018/1/22,2018/10/18,Y_M_1,-0.001005989,0.338725152,0.336786787,0.332192049,0.22710232
2018/1/22,2018/10/18,Y_M_2,0.22448739,0.260973782,0.259629703,0.25388926,-0.01492631
2018/1/22,2018/10/18,Y_M_3,0.131281241,0.170441202,0.172036695,0.165996809,0.152257573
2018/1/22,2018/10/18,Y_M_4,0.077110597,0.116770548,0.120078547,0.114502455,0.085927237
2018/1/22,2018/10/18,Y_M_5,0.045465634,0.079106396,0.082934429,0.078091912,0.085472692
2018/1/22,2018/10/19,Y_M_1,-0.009621668,0.264688726,0.260177803,0.256741574,0.121572341
2018/1/22,2018/10/19,Y_M_2,0.149320445,0.145926224,0.146424103,0.144854784,-0.007687283
2018/1/22,2018/10/19,Y_M_3,0.04191823,0.048543533,0.048285227,0.046723727,0.05632099
2018/1/22,2018/10/19,Y_M_4,-0.013932037,-0.011448576,-0.013873331,-0.016344723,-0.047012906
2018/1/22,2018/10/19,Y_M_5,-0.052180607,-0.044604541,-0.048444248,-0.049473331,-0.060108699
2018/1/22,2018/10/22,Y_M_1,-0.010890503,0.215728479,0.213191476,0.211514936,0.202363315
2018/1/22,2018/10/22,Y_M_2,0.144871662,0.167624155,0.165671054,0.162945476,-0.001819017
2018/1/22,2018/10/22,Y_M_3,0.022895937,0.042955973,0.039633119,0.039157883,0.066286917
2018/1/22,2018/10/22,Y_M_4,-0.068493331,-0.049543021,-0.052040041,-0.053651608,-0.096447527
2018/1/22,2018/10/22,Y_M_5,-0.128206895,-0.120663064,-0.122756312,-0.125073877,-0.139470977
2018/1/22,2018/10/23,Y_M_1,-0.001247725,0.187867733,0.185339945,0.188432423,0.096115869
2018/1/22,2018/10/23,Y_M_2,0.138272252,0.13542496,0.131901873,0.137593814,-0.024640241
2018/1/22,2018/10/23,Y_M_3,0.118830346,0.094871745,0.087169184,0.096215702,0.035349268
2018/1/22,2018/10/23,Y_M_4,0.10049257,0.083760644,0.077517997,0.084011159,0.078522579
2018/1/22,2018/10/23,Y_M_5,0.063178206,0.052439196,0.049438606,0.053096259,0.072704102
2018/1/22,2018/10/24,Y_M_1,-0.001450294,0.327230418,0.325976844,0.324407553,0.231251628
2018/1/22,2018/10/24,Y_M_2,0.225464854,0.233171147,0.230830287,0.230162966,-0.005839961
2018/1/22,2018/10/24,Y_M_3,0.148472116,0.155959444,0.153085919,0.152807616,0.140354641
2018/1/22,2018/10/24,Y_M_4,0.121580485,0.122379809,0.119397756,0.119231846,0.091348104
2018/1/22,2018/10/24,Y_M_5,0.107087043,0.108535279,0.106014102,0.106064455,0.103869542
2018/1/22,2018/10/25,Y_M_1,-0.000366634,0.152660093,0.139263803,0.152238596,-0.086705046
2018/1/22,2018/10/25,Y_M_2,0.113920408,0.071095188,0.064444598,0.072251862,-2.360306418
2018/1/22,2018/10/25,Y_M_3,0.067407119,0.012516191,0.01160568,0.015972361,0.041652759
2018/1/22,2018/10/25,Y_M_4,0.051025168,-0.007924226,-0.00412543,-0.000116216,0.032186873
2018/1/22,2018/10/25,Y_M_5,0.024205869,-0.017317669,-0.011059907,-0.008072293,-0.086372951
2018/1/22,2018/10/26,Y_M_1,-0.005579973,0.218898467,0.21337255,0.212676671,0.160983918
2018/1/22,2018/10/26,Y_M_2,0.180200131,0.173998272,0.171689818,0.168864957,-0.662598243
2018/1/22,2018/10/26,Y_M_3,0.141205683,0.140215447,0.138888518,0.137358553,0.107719834
2018/1/22,2018/10/26,Y_M_4,0.092044886,0.103654525,0.102553147,0.102392666,0.100538059
2018/1/22,2018/10/26,Y_M_5,0.062818581,0.07648252,0.074510741,0.074583046,0.070920094
2018/1/22,2018/10/29,Y_M_1,-0.000727681,0.212477184,0.202095632,0.20789347,0.13219623
2018/1/22,2018/10/29,Y_M_2,0.155306829,0.154234141,0.148682984,0.147601546,-0.018445588
2018/1/22,2018/10/29,Y_M_3,0.130936266,0.134499213,0.133944256,0.129634327,0.122175404
2018/1/22,2018/10/29,Y_M_4,0.085812583,0.087328435,0.087766772,0.084855117,0.083150664
2018/1/22,2018/10/29,Y_M_5,0.058313878,0.045368285,0.045074311,0.042490374,0.056932244
2018/1/22,2018/10/30,Y_M_1,-7.55E-05,0.247522813,0.247691059,0.247809268,0.163174284
2018/1/22,2018/10/30,Y_M_2,0.169541591,0.180410092,0.178336341,0.179775407,0.001351659
2018/1/22,2018/10/30,Y_M_3,0.109268969,0.129438648,0.128590038,0.128277588,0.133421656
2018/1/22,2018/10/30,Y_M_4,0.076663919,0.100070048,0.100802683,0.099230608,0.053748165
2018/1/22,2018/10/30,Y_M_5,0.05556649,0.074628692,0.075112042,0.074058481,0.057287108
2018/1/22,2018/10/31,Y_M_1,-0.011744454,0.221331745,0.213755215,0.216008631,0.146897061
2018/1/22,2018/10/31,Y_M_2,0.222346264,0.21357536,0.209619644,0.206659935,0.00408034
2018/1/22,2018/10/31,Y_M_3,0.226843553,0.198721735,0.188343958,0.19502378,0.17768214
2018/1/22,2018/10/31,Y_M_4,0.19536829,0.160905945,0.152419374,0.159555357,0.105890241
2018/1/22,2018/10/31,Y_M_5,0.136520923,0.120977945,0.112437474,0.119184821,0.133322789
2018/1/22,2018/11/1,Y_M_1,-0.007371141,0.176939093,0.163533504,0.169300853,0.068978477
2018/1/22,2018/11/1,Y_M_2,0.169904622,0.159764504,0.141287133,0.154526016,0.003610285
2018/1/22,2018/11/1,Y_M_3,0.075599146,0.082389227,0.067472927,0.076375515,0.142642912
2018/1/22,2018/11/1,Y_M_4,0.013868774,0.024769062,0.010624468,0.015743977,-0.017574964
2018/1/22,2018/11/1,Y_M_5,-0.029851618,-0.008161013,-0.022618599,-0.017901899,-0.053806875
2018/1/22,2018/11/2,Y_M_1,-0.000418934,0.228470468,0.220071036,0.222380368,0.066971905
2018/1/22,2018/11/2,Y_M_2,0.209953094,0.222681709,0.218202539,0.215798536,-0.006572314
2018/1/22,2018/11/2,Y_M_3,0.185309254,0.179545237,0.180349358,0.175206455,0.139362236
2018/1/22,2018/11/2,Y_M_4,0.147451655,0.132549271,0.135066479,0.131115663,0.122566454
2018/1/22,2018/11/2,Y_M_5,0.129797786,0.105646529,0.108646586,0.105483733,0.110189545
2018/1/22,2018/11/5,Y_M_1,-4.69E-05,0.268193309,0.263387751,0.267687774,0.08867099
2018/1/22,2018/11/5,Y_M_2,0.19807758,0.205291542,0.202622626,0.206916822,-0.364404295
2018/1/22,2018/11/5,Y_M_3,0.143265603,0.142154504,0.141251088,0.143629116,0.10540537
2018/1/22,2018/11/5,Y_M_4,0.108685707,0.096978775,0.095300424,0.097611934,0.103019819
2018/1/22,2018/11/5,Y_M_5,0.099141867,0.085257792,0.083393462,0.085318181,0.091375043
2018/1/22,2018/11/6,Y_M_1,-0.012547225,0.23942541,0.239189999,0.240203941,0.065754585
2018/1/22,2018/11/6,Y_M_2,0.17619554,0.183871262,0.179135251,0.187956619,-0.101332722
2018/1/22,2018/11/6,Y_M_3,0.044913637,0.069896683,0.06670699,0.075153239,-0.006764675
2018/1/22,2018/11/6,Y_M_4,-0.031782582,-0.005264616,-0.009959716,-0.001641463,0.024796835
2018/1/22,2018/11/6,Y_M_5,-0.094283355,-0.066570093,-0.07119998,-0.062924603,-0.101630444
2018/1/22,2018/11/7,Y_M_1,-0.000496401,0.189218428,0.185231871,0.187056395,0.014304205
2018/1/22,2018/11/7,Y_M_2,0.159144113,0.159126143,0.166418421,0.159033406,-15.03548918
2018/1/22,2018/11/7,Y_M_3,0.091951175,0.06897032,0.076681532,0.070010747,0.050787951
2018/1/22,2018/11/7,Y_M_4,0.043307957,0.023920918,0.03216146,0.028707977,0.046064274
2018/1/22,2018/11/7,Y_M_5,0.031866684,0.016292806,0.022504936,0.021041281,0.016352706
2018/1/22,2018/11/8,Y_M_1,-0.00315627,0.22458607,0.221835956,0.224312772,-0.032120963
2018/1/22,2018/11/8,Y_M_2,0.220247926,0.240071335,0.236294089,0.237473898,-0.055985561
2018/1/22,2018/11/8,Y_M_3,0.175359627,0.176593714,0.174906549,0.175504298,0.100315108
2018/1/22,2018/11/8,Y_M_4,0.134054469,0.153238893,0.154436386,0.155863298,0.175075134
2018/1/22,2018/11/8,Y_M_5,0.108949622,0.127610922,0.13228315,0.13136652,0.129136697
2018/1/22,2018/11/9,Y_M_1,-0.006478438,0.15297515,0.142922345,0.14682507,0.064942914
2018/1/22,2018/11/9,Y_M_2,0.096672946,0.083341119,0.085819877,0.075883873,-0.20491626
2018/1/22,2018/11/9,Y_M_3,0.05199044,0.044145629,0.052771058,0.039478243,0.045872808
2018/1/22,2018/11/9,Y_M_4,0.04816838,0.049824285,0.053925053,0.048229502,0.00824714
2018/1/22,2018/11/9,Y_M_5,0.066588621,0.050488209,0.052687074,0.04585437,0.023945695
2018/1/22,2018/11/12,Y_M_1,-0.004344033,0.122770523,0.126531133,0.127486659,-0.034723688
2018/1/22,2018/11/12,Y_M_2,0.123798982,0.141256869,0.146941239,0.14597172,0.00428414
2018/1/22,2018/11/12,Y_M_3,0.093054272,0.15414109,0.160365396,0.156863245,0.158436762
2018/1/22,2018/11/12,Y_M_4,0.073814529,0.131980162,0.140199977,0.134655847,0.101022157
2018/1/22,2018/11/12,Y_M_5,0.050250063,0.099603137,0.107990422,0.101926929,0.115800679
2018/1/22,2018/11/13,Y_M_1,-0.014790227,0.234111749,0.216861229,0.219304816,0.131643519
2018/1/22,2018/11/13,Y_M_2,0.199495437,0.172814956,0.179964998,0.159855138,-0.984573361
2018/1/22,2018/11/13,Y_M_3,0.04106456,0.021103162,0.042218743,0.013271623,0.056392789
2018/1/22,2018/11/13,Y_M_4,-0.100034444,-0.105215073,-0.083536482,-0.098322397,-0.113218502
2018/1/22,2018/11/13,Y_M_5,-0.229020045,-0.203368668,-0.182192507,-0.193339729,-0.337505179
2018/1/22,2018/11/14,Y_M_1,-6.29E-05,0.172656443,0.175169614,0.177905543,0.085094252
2018/1/22,2018/11/14,Y_M_2,0.197238597,0.194760842,0.194923236,0.201329894,-0.0105174
2018/1/22,2018/11/14,Y_M_3,0.156145702,0.148034238,0.147960991,0.15219491,0.157260204
2018/1/22,2018/11/14,Y_M_4,0.082859982,0.082613485,0.082356164,0.086610403,0.06152642
2018/1/22,2018/11/14,Y_M_5,0.049017354,0.058387496,0.059123491,0.066105061,-0.028268796
2018/1/23,2018/10/19,Y_M_1,-0.009740662,0.265500299,0.260835696,0.257649196,0.18455748
2018/1/23,2018/10/19,Y_M_2,0.150537666,0.146060135,0.146692814,0.145231038,0.127507042
2018/1/23,2018/10/19,Y_M_3,0.047946974,0.048078126,0.048119922,0.046652369,0.025968613
2018/1/23,2018/10/19,Y_M_4,-0.010867112,-0.012139606,-0.014322562,-0.016561633,-0.01851417
2018/1/23,2018/10/19,Y_M_5,-0.043548713,-0.045280242,-0.048917773,-0.049891241,-0.103103294
2018/1/23,2018/10/22,Y_M_1,-0.011036306,0.216287267,0.213530129,0.212133101,0.177310853
2018/1/23,2018/10/22,Y_M_2,0.143638359,0.168142013,0.166101833,0.163482774,0.167582048
2018/1/23,2018/10/22,Y_M_3,0.019442731,0.042835288,0.039522639,0.039134899,0.027331572
2018/1/23,2018/10/22,Y_M_4,-0.063881077,-0.050589298,-0.052947471,-0.05430157,-0.051345358
2018/1/23,2018/10/22,Y_M_5,-0.128778482,-0.122600593,-0.124571069,-0.126671705,-0.147334058
2018/1/23,2018/10/23,Y_M_1,-0.001199405,0.18821685,0.185721154,0.188957736,0.137968176
2018/1/23,2018/10/23,Y_M_2,0.143146275,0.135460042,0.131957403,0.137722985,0.141319758
2018/1/23,2018/10/23,Y_M_3,0.111158714,0.095157398,0.087267375,0.096241507,0.08655625
2018/1/23,2018/10/23,Y_M_4,0.10005797,0.084885322,0.078349057,0.084676096,0.057684863
2018/1/23,2018/10/23,Y_M_5,0.054996196,0.054601397,0.051211024,0.05477442,-0.015241853
2018/1/23,2018/10/24,Y_M_1,-0.001407159,0.328151573,0.326716178,0.325240867,0.261215545
2018/1/23,2018/10/24,Y_M_2,0.226190249,0.234293202,0.231650106,0.230909713,0.244469849
2018/1/23,2018/10/24,Y_M_3,0.148190275,0.156928145,0.153849627,0.153558497,0.131311186
2018/1/23,2018/10/24,Y_M_4,0.119904858,0.123075804,0.119976236,0.119773144,0.116052386
2018/1/23,2018/10/24,Y_M_5,0.111669594,0.108975215,0.106376689,0.10648715,-0.000119971
2018/1/23,2018/10/25,Y_M_1,-0.000390537,0.152371756,0.139204524,0.152334143,0.115171772
2018/1/23,2018/10/25,Y_M_2,0.105267294,0.07019936,0.06384776,0.071836614,0.053890949
2018/1/23,2018/10/25,Y_M_3,0.069208847,0.011497651,0.010733616,0.015193134,0.002299009
2018/1/23,2018/10/25,Y_M_4,0.043255287,-0.008704176,-0.004847861,-0.000682223,0.019391297
2018/1/23,2018/10/25,Y_M_5,0.023644903,-0.017434786,-0.011262626,-0.008180014,-0.021112147
2018/1/23,2018/10/26,Y_M_1,-0.005498909,0.219471957,0.213843544,0.21308004,0.157462457
2018/1/23,2018/10/26,Y_M_2,0.181627082,0.174322256,0.171873479,0.169041759,0.160526376
2018/1/23,2018/10/26,Y_M_3,0.139710951,0.140680826,0.139266352,0.137827765,0.119985734
2018/1/23,2018/10/26,Y_M_4,0.084874603,0.104171297,0.102998243,0.103012771,0.103268303
2018/1/23,2018/10/26,Y_M_5,0.06216616,0.077110392,0.075059087,0.075358024,-0.035676683
2018/1/23,2018/10/29,Y_M_1,-0.000689621,0.212544507,0.20221813,0.207940872,0.174180796
2018/1/23,2018/10/29,Y_M_2,0.152180437,0.154109004,0.148489412,0.14736556,0.114481716
2018/1/23,2018/10/29,Y_M_3,0.130013894,0.134837549,0.134169594,0.129795456,0.116013206
2018/1/23,2018/10/29,Y_M_4,0.083694253,0.088043765,0.088343396,0.085231355,0.069757181
2018/1/23,2018/10/29,Y_M_5,0.05394911,0.046221054,0.045850472,0.043184799,-0.005978032
2018/1/23,2018/10/30,Y_M_1,-8.67E-05,0.248299729,0.248313455,0.248496115,0.201442998
2018/1/23,2018/10/30,Y_M_2,0.165413279,0.181089396,0.178861885,0.180272479,0.192623169
2018/1/23,2018/10/30,Y_M_3,0.109724926,0.130125524,0.129001095,0.128622344,0.118837935
2018/1/23,2018/10/30,Y_M_4,0.078426943,0.100829184,0.101265967,0.09943155,0.09399618
2018/1/23,2018/10/30,Y_M_5,0.052133477,0.075308722,0.075549626,0.074241154,-0.011653801
