Factor,T-values
const,-4.231695534067604
GROUP1_0,47.5539991423789
GROUP1_1,28.04928718068603
GROUP1_2,20.05465769958122
GROUP1_3,14.806629595951604
GROUP1_4,10.743939763078375
GROUP5_0,-4.2233192309301515
GROUP5_1,-0.5476571692290303
GROUP5_2,-0.7164163598419889
GROUP5_3,-1.7909121797378709
GROUP5_4,-20.24761880595007
GROUP6_0,3.2197744833013435
GROUP6_1,-1.2139234739889253
GROUP6_2,-0.5686279866767604
GROUP6_3,0.9851832980908001
GROUP6_4,17.30960403513555
GROUP7_1,-52.29526384360457
GROUP7_2,-7.254534404707365
GROUP7_3,-5.618674001657957
GROUP7_4,5.4338553976634545
GROUP7_5,-16.02519465541231
GROUP15_1,2.027584094545751
GROUP15_2,-1.534723198257183
GROUP15_3,-1.5900628726446149
GROUP15_4,4.499615548208424
GROUP15_5,-5.1543797342147695
GROUP11_1,-12.137511139768597
GROUP11_2,8.997524984295026
GROUP8_1,50.314187329730906
GROUP8_2,10.752652321684375
GROUP8_3,11.26848291151928
GROUP8_4,2.4843705598461923
GROUP8_5,12.63176837888759
GROUP9_0,52.711766878487424
GROUP9_1,-9.2317094983875
GROUP9_2,-2.682376972479499
GROUP9_3,-3.8432626144885966
GROUP9_4,-26.598752452742985
GROUP10_1,58.897911783817996
GROUP10_2,-0.7709685829405163
GROUP10_3,4.825358194642519
GROUP10_4,1.3815787175767489
GROUP10_5,-17.528466386492138
GROUP12,3.233896830390161
GROUP13_1,7.4633919084253275
GROUP13_2,1.0494088370302996
GROUP13_3,-0.6078185156350546
GROUP13_4,0.8818192212830208
GROUP13_5,-5.345016831258856
GROUP1_0*GROUP5_0,-1.9249903616486879
GROUP1_0*GROUP6_0,1.5593948169989127
GROUP1_0*GROUP7_1,8.53872639240125
GROUP1_0*GROUP11_1,-19.50035951704431
GROUP1_0*GROUP8_1,-3.5152788379276445
GROUP1_0*GROUP9_0,-4.992378389972099
GROUP1_0*GROUP10_1,-7.456540873285393
GROUP1_0*GROUP12,-11.488213913316644
GROUP1_0*GROUP13_1,-5.907506662144996
GROUP5_0*GROUP6_0,-0.1535082998326923
GROUP5_0*GROUP7_1,4.0563181755250985
GROUP5_0*GROUP15_1,-10.005845678716003
GROUP5_0*GROUP8_1,1.8888952910874055
GROUP5_0*GROUP9_0,2.314165704597715
GROUP5_0*GROUP10_1,-1.5884076417339525
GROUP5_0*GROUP12,-4.97236763267212
GROUP5_0*GROUP13_1,-5.026211820042074
GROUP6_0*GROUP7_1,-3.7143529945945684
GROUP6_0*GROUP15_1,11.738691504675245
GROUP6_0*GROUP8_1,-1.5980937291314505
GROUP6_0*GROUP9_0,-2.689713478546841
GROUP6_0*GROUP10_1,1.126793605840814
GROUP6_0*GROUP12,5.320996694168808
GROUP6_0*GROUP13_1,4.941361572883046
GROUP7_1*GROUP8_1,0.512583653611572
GROUP7_1*GROUP9_0,9.86612171565083
GROUP7_1*GROUP10_1,1.9931403389139934
GROUP7_1*GROUP12,0.15883338911788378
GROUP7_1*GROUP13_1,-4.942643075571945
GROUP15_1*GROUP11_1,0.4799432386063945
GROUP15_1*GROUP9_0,-0.07925705675328135
GROUP15_1*GROUP13_1,2.369872814610893
GROUP11_1*GROUP8_1,6.41120471564527
GROUP11_1*GROUP9_0,14.479772420934037
GROUP8_1*GROUP9_0,-3.7400621074657354
GROUP8_1*GROUP10_1,-0.6623229411811775
GROUP8_1*GROUP12,1.7323746005255185
GROUP8_1*GROUP13_1,2.898935562624364
GROUP9_0*GROUP10_1,-8.743210499840517
GROUP9_0*GROUP12,0.2628028818805182
GROUP10_1*GROUP12,-2.954930502067713
