date,r2
2018-10-03,0.015040280248926563
2018-10-04,0.03010433759405351
2018-10-05,0.06670224276901227
2018-10-08,-0.12915139329213932
2018-10-09,0.11838243987988673
2018-10-11,0.2644119799405975
2018-10-12,0.20789206451771847
2018-10-15,0.1671148523429541
2018-10-16,0.2672631705212405
2018-10-17,0.26484889257144895
2018-10-18,0.1320537408216068
2018-10-19,-3.6478893060445534
2018-10-22,-0.697160621006905
2018-10-23,0.16236814876644223
2018-10-24,0.17246167783217037
2018-10-25,0.15114289122485425
2018-10-26,0.15179542110452615
2018-10-29,0.19513318076124953
2018-10-30,-0.023575660269075982
2018-10-31,-3.593204364277576
2018-11-01,0.2393345626072816
2018-11-02,0.0675084474147023
2018-11-05,0.18630099475023532
2018-11-06,0.198458896392814
2018-11-07,0.23970988978499153
2018-11-08,0.1708914287774994
2018-11-09,-0.15182778832184152
2018-11-12,-5.454122760053002
2018-11-13,0.23679631632894937
2018-11-14,0.2475142406932832
2018-11-15,0.25595528794121436
2018-11-16,-0.3024331548885215
2018-11-19,-1.1538081317027253
2018-11-20,0.23685549437655484
2018-11-21,0.09114603237704777
2018-11-22,-0.15911658174457988
2018-11-23,-0.11897163597619165
2018-11-26,-0.010994281920752469
2018-11-27,-0.06124031168285771
2018-11-28,0.143174681016354
2018-11-29,0.15269862479756924
2018-11-30,0.0030578312512243855
2018-12-03,0.144045524520527
2018-12-04,0.0798239014047758
2018-12-05,0.10227821807859461
2018-12-06,0.1303924049576447
2018-12-07,0.13353255776419148
2018-12-10,0.13462825519886923
2018-12-11,0.12855783092046658
2018-12-12,0.15804812611291208
2018-12-13,-0.10266788055754317
2018-12-14,-0.003659930125755162
2018-12-17,0.060954343205790074
2018-12-18,0.18264702458833126
2018-12-19,0.14695635801543172
2018-12-20,0.126944625345069
2018-12-21,0.054346722780882484
2018-12-22,0.08850233465265711
2018-12-24,0.15500435441271898
2018-12-25,-0.029240788700890752
2018-12-26,0.14303734558898196
2018-12-27,-0.016257763071190423
