Factor,T-values
const,-6.970580701159425
GROUP1_0,51.19643685333966
GROUP1_1,40.7344113523475
GROUP1_2,30.24896843000367
GROUP1_3,21.537840129316645
GROUP1_4,18.978956216292634
GROUP5_0,-16.581195045173768
GROUP5_1,-8.755272844879851
GROUP5_2,-5.751142014843178
GROUP5_3,-5.555804188932034
GROUP5_4,-9.82300784318788
GROUP6_0,19.07626017900946
GROUP6_1,9.20200647368973
GROUP6_2,5.276678164334372
GROUP6_3,4.7468959767436605
GROUP6_4,6.695578370823879
GROUP7_1,-10.33898873493407
GROUP7_2,8.242794732106118
GROUP7_3,3.4901590391520685
GROUP7_4,4.15385631214187
GROUP7_5,2.0369939052071317
GROUP15_1,0.55495857978076
GROUP15_2,-1.7132619585146076
GROUP15_3,-5.303038167352148
GROUP15_4,0.06800105681425644
GROUP15_5,3.7442971911769263
GROUP11_1,-10.558370307680079
GROUP11_2,25.300495945363853
GROUP8_1,27.142653979430822
GROUP8_2,18.554348022282703
GROUP8_3,2.232033734976506
GROUP8_4,0.2225203839161389
GROUP8_5,3.9439193845823035
GROUP9_0,72.69764661710627
GROUP9_1,-14.951046065801256
GROUP9_2,-9.678379417919128
GROUP9_3,-7.668804517137465
GROUP9_4,-23.03846964915702
GROUP10_1,44.00560250041442
GROUP10_2,-5.579796483541697
GROUP10_3,-3.006149636409621
GROUP10_4,-6.86669322804151
GROUP10_5,3.288316642942027
GROUP12,20.935095654607093
GROUP13_1,12.591036784948018
GROUP13_2,-18.09601738308055
GROUP13_3,8.210126540231895
GROUP13_4,-11.084228305633689
GROUP13_5,8.779120348413498
GROUP1_0*GROUP5_0,-1.521428979675679
GROUP1_0*GROUP6_0,4.403587461183736
GROUP1_0*GROUP7_1,-0.3424623238005609
GROUP1_0*GROUP11_1,-6.376588886793126
GROUP1_0*GROUP8_1,-3.2733217023806827
GROUP1_0*GROUP9_0,-8.3844073651631
GROUP1_0*GROUP10_1,-0.1707241408162251
GROUP1_0*GROUP12,4.382762210340118
GROUP1_0*GROUP13_1,3.1091014619081196
GROUP5_0*GROUP6_0,-5.541634457349475
GROUP5_0*GROUP7_1,-0.5265174672293688
GROUP5_0*GROUP15_1,4.743659729067363
GROUP5_0*GROUP11_1,10.99117893172813
GROUP5_0*GROUP8_1,-3.5749705060565007
GROUP5_0*GROUP9_0,-1.0658723890318704
GROUP5_0*GROUP10_1,2.894636920067443
GROUP5_0*GROUP12,4.689154472563101
GROUP5_0*GROUP13_1,-0.13535619110988134
GROUP6_0*GROUP7_1,0.8475946092007248
GROUP6_0*GROUP11_1,-10.108103793397424
GROUP6_0*GROUP8_1,3.1793082425054813
GROUP6_0*GROUP9_0,0.7592021300793288
GROUP6_0*GROUP10_1,-3.6902973708673987
GROUP6_0*GROUP12,-5.469413288638733
GROUP6_0*GROUP13_1,0.9955081263544993
GROUP7_1*GROUP8_1,6.393331111987635
GROUP7_1*GROUP10_1,2.8688255643668477
GROUP7_1*GROUP12,-9.60106636010377
GROUP7_1*GROUP13_1,0.9488879740798645
GROUP15_1*GROUP11_1,-4.895980531632816
GROUP15_1*GROUP9_0,-1.941800774818443
GROUP15_1*GROUP10_1,2.1713698482896797
GROUP15_1*GROUP12,-2.9503222435881638
GROUP15_1*GROUP13_1,8.370449937781412
GROUP11_1*GROUP9_0,-2.9771196616975604
GROUP11_1*GROUP13_1,6.220801253789857
GROUP8_1*GROUP10_1,0.907619881692801
GROUP8_1*GROUP12,3.5200119278398163
GROUP8_1*GROUP13_1,-3.9051657045706283
GROUP10_1*GROUP12,18.004130467422755
GROUP10_1*GROUP13_1,-4.578345565460742
