Factor,T-values
const,1.1843656229990545
GROUP1_0,49.57795909609048
GROUP1_1,36.95776977652959
GROUP1_2,25.64428463698717
GROUP1_3,22.42439105731877
GROUP1_4,23.529657144586853
GROUP5_0,-15.08838506446614
GROUP5_1,-12.454563944310019
GROUP5_2,-12.16356719223869
GROUP5_3,-11.017347812998262
GROUP5_4,-13.851748831271136
GROUP6_0,12.667914157727422
GROUP6_1,9.642472690325244
GROUP6_2,10.796155332817829
GROUP6_3,9.877894167930084
GROUP6_4,11.459087404270537
GROUP7_1,-26.049759099038297
GROUP7_2,-5.290382107724502
GROUP7_3,-8.121655094857223
GROUP7_4,-9.623641607547311
GROUP7_5,-1.8271357410223636
GROUP15_1,-0.5522182701900809
GROUP15_2,4.521306292304749
GROUP15_3,0.06976403944066605
GROUP15_4,0.34074725474552103
GROUP15_5,-3.8240258843200574
GROUP11_1,-10.348841810026801
GROUP11_2,3.7434670853296526
GROUP8_1,25.652602492379714
GROUP8_2,-3.441128662264765
GROUP8_3,0.37573532418749195
GROUP8_4,10.356799988953826
GROUP8_5,3.0737867851815466
GROUP9_0,19.021835942369094
GROUP9_1,6.139341425348233
GROUP9_2,-2.8005092239919303
GROUP9_3,-4.14297211170474
GROUP9_4,-17.39344075822885
GROUP10_1,22.309744488981543
GROUP10_2,5.272423728782318
GROUP10_3,-1.496131135877395
GROUP10_4,0.07688364162135781
GROUP10_5,-3.6105081408142086
GROUP12,1.6137492753548295
GROUP13_1,-11.802752543972572
GROUP13_2,-5.152796721487774
GROUP13_3,-0.7201126989498671
GROUP13_4,3.2098968878706726
GROUP13_5,-0.029064065276538244
GROUP1_0*GROUP5_0,2.11456783522288
GROUP1_0*GROUP6_0,-1.050330857284699
GROUP1_0*GROUP7_1,2.646127121155109
GROUP1_0*GROUP11_1,-4.626906979718661
GROUP1_0*GROUP8_1,0.6544635474244057
GROUP1_0*GROUP9_0,3.0147697352434877
GROUP1_0*GROUP10_1,9.996425348713093
GROUP1_0*GROUP12,-0.9521809723786152
GROUP1_0*GROUP13_1,-2.4254550191850193
GROUP5_0*GROUP6_0,1.1412894634785762
GROUP5_0*GROUP7_1,-7.004518939416688
GROUP5_0*GROUP11_1,1.8056949395391009
GROUP5_0*GROUP8_1,0.40731340830418605
GROUP5_0*GROUP9_0,2.942258033033848
GROUP5_0*GROUP10_1,4.099587640871366
GROUP5_0*GROUP12,-1.9421317691933933
GROUP5_0*GROUP13_1,12.289217447852458
GROUP6_0*GROUP7_1,6.42946094529356
GROUP6_0*GROUP11_1,-3.4116601957587878
GROUP6_0*GROUP8_1,0.4343556843907459
GROUP6_0*GROUP9_0,-3.3656119372986977
GROUP6_0*GROUP10_1,-4.387559586140052
GROUP6_0*GROUP12,2.1726495654919464
GROUP6_0*GROUP13_1,-11.152188483423112
GROUP7_1*GROUP8_1,0.9037739402412981
GROUP7_1*GROUP10_1,13.823991078121715
GROUP7_1*GROUP12,2.1399243325181754
GROUP7_1*GROUP13_1,2.839806937785921
GROUP15_1*GROUP11_1,0.0396435764258146
GROUP15_1*GROUP9_0,0.09349853795196356
GROUP15_1*GROUP12,-2.439179075754555
GROUP15_1*GROUP13_1,-2.092382509035216
GROUP11_1*GROUP9_0,28.54542552665227
GROUP8_1*GROUP9_0,0.06287987450196425
GROUP8_1*GROUP10_1,-2.9995190790624022
GROUP8_1*GROUP13_1,-2.5096512179888215
GROUP9_0*GROUP13_1,3.626005226467374
GROUP10_1*GROUP12,1.2519930810151227
